refund_id,transaction_id,amount,reason,requested_at,approved
REF00070,TXN000508,753.46,not_as_described,2026-04-01T17:41:52,True
REF00071,TXN000514,4724.63,duplicate_charge,2026-01-20T08:46:08,True
REF00072,TXN000515,10080.18,duplicate_charge,2026-02-23T10:34:53,True
REF00073,TXN000516,409.79,customer_changed_mind,2025-08-14T07:49:24,True
REF00074,TXN000517,8879.5,customer_changed_mind,2025-10-31T19:03:38,True
REF00075,TXN000518,14319.94,customer_changed_mind,2026-03-11T13:25:55,True
REF00076,TXN000519,13489.15,not_as_described,2025-06-07T14:40:10,True
REF00077,TXN000545,11630.63,not_as_described,2025-03-30T15:55:27,True
REF00078,TXN000562,7144.16,product_not_received,2025-08-21T19:03:55,True
REF00079,TXN000570,4568.47,duplicate_charge,2025-09-18T06:23:25,True
REF00080,TXN000573,1763.96,customer_changed_mind,2026-01-17T17:40:48,True
REF00081,TXN000658,1497.86,product_not_received,2025-03-17T20:39:40,False
REF00082,TXN000680,12553.04,product_not_received,2025-02-20T19:36:37,True
REF00083,TXN000686,5166.38,customer_changed_mind,2026-04-27T17:46:44,False
REF00084,TXN000688,4322.35,duplicate_charge,2026-01-08T12:28:14,False
REF00085,TXN000718,2161.23,product_not_received,2026-06-16T09:15:46,True
REF00086,TXN000724,11198.49,product_not_received,2025-08-04T17:52:53,True
REF00087,TXN000730,6785.29,not_as_described,2025-12-14T20:00:26,True
REF00088,TXN000735,4245.77,product_not_received,2025-05-21T04:24:11,False
REF00089,TXN000737,4694.07,product_not_received,2025-10-03T09:21:11,True
REF00090,TXN000738,11025.16,not_as_described,2025-08-27T20:44:36,True
REF00091,TXN000741,6262.93,product_not_received,2025-10-05T13:27:50,True
REF00092,TXN000766,7434.92,product_not_received,2025-01-09T15:20:13,True
REF00093,TXN000782,3968.27,duplicate_charge,2026-03-12T01:23:02,True
REF00094,TXN000804,14328.27,product_not_received,2026-03-17T23:10:21,True
REF00095,TXN000827,9256.97,customer_changed_mind,2025-04-06T14:10:43,True
REF00096,TXN000888,7554.72,not_as_described,2026-01-18T21:08:46,True
REF00097,TXN000891,5877.83,customer_changed_mind,2025-11-10T13:44:02,False
REF00098,TXN000892,10177.2,duplicate_charge,2025-06-24T07:52:39,False
REF00099,TXN000896,14863.32,product_not_received,2026-06-29T09:54:01,True
REF00100,TXN000898,12496.13,product_not_received,2026-03-30T08:30:43,True
REF00101,TXN000900,2332.89,product_not_received,2025-12-16T04:41:07,False
REF00102,TXN000902,7973.53,customer_changed_mind,2026-06-13T09:42:56,True
REF00103,TXN000906,1139.41,customer_changed_mind,2025-11-12T13:22:57,True
REF00104,TXN000914,4380.3,product_not_received,2025-10-25T03:03:56,True
REF00105,TXN000965,3971.13,customer_changed_mind,2025-12-17T18:37:20,False
REF00106,TXN000977,4652.67,customer_changed_mind,2025-04-29T07:18:46,True
REF00107,TXN000979,12682.76,product_not_received,2026-02-01T15:59:03,False
REF00108,TXN000980,9207.48,customer_changed_mind,2025-09-26T04:06:01,True
REF00109,TXN000981,12888.99,product_not_received,2025-07-17T05:34:04,True
REF00110,TXN000989,12758.73,customer_changed_mind,2026-04-06T11:43:26,True
REF00111,TXN001010,3629.83,product_not_received,2026-04-01T06:36:44,False
REF00112,TXN001042,5280.48,customer_changed_mind,2025-11-28T08:54:33,False
REF00113,TXN001044,13972.21,not_as_described,2025-08-18T09:12:50,True
REF00114,TXN001065,332.08,duplicate_charge,2025-10-16T03:50:14,True
REF00115,TXN001084,9114.7,product_not_received,2025-03-20T23:48:21,True
REF00116,TXN001090,335.59,not_as_described,2026-02-17T03:58:13,True
REF00117,TXN001091,5989.52,duplicate_charge,2025-07-26T22:55:31,False
REF00118,TXN001092,2710.62,duplicate_charge,2025-01-18T11:11:39,True
REF00119,TXN001096,2311.42,not_as_described,2026-06-09T14:36:05,True
REF00120,TXN001097,5535.04,duplicate_charge,2025-10-03T20:24:28,True
REF00121,TXN001098,8191.3,duplicate_charge,2026-03-08T13:20:22,False
REF00122,TXN001099,9461.35,product_not_received,2025-10-08T18:43:54,False
REF00123,TXN001102,12689.81,customer_changed_mind,2025-08-14T17:19:34,True
REF00124,TXN001104,4961.08,product_not_received,2025-05-05T09:42:22,False
REF00125,TXN001107,2022.13,product_not_received,2025-05-15T07:25:45,True
REF00126,TXN001170,4016.51,product_not_received,2025-04-17T07:58:20,True
REF00127,TXN001185,6184.44,customer_changed_mind,2025-11-22T12:20:01,False
REF00128,TXN001201,11006.94,duplicate_charge,2025-08-10T13:06:30,False
REF00129,TXN001249,6548.59,not_as_described,2026-03-04T22:55:28,True
REF00130,TXN001324,7831.34,customer_changed_mind,2025-07-06T19:37:45,True
REF00131,TXN001344,10716.67,product_not_received,2025-01-27T08:25:45,False
REF00132,TXN001387,3334.78,duplicate_charge,2025-11-14T01:17:58,True
REF00133,TXN001394,13373.69,product_not_received,2025-10-13T03:52:48,True
REF00134,TXN001428,9322.65,customer_changed_mind,2025-08-01T09:16:15,True
REF00135,TXN001431,8963.48,not_as_described,2025-06-22T15:48:39,True
REF00136,TXN001465,13159.0,not_as_described,2026-03-09T11:27:25,True
REF00137,TXN001471,4426.3,customer_changed_mind,2026-04-18T13:11:07,True
REF00138,TXN001512,14225.65,product_not_received,2026-02-11T14:36:55,True
REF00139,TXN001549,7674.95,customer_changed_mind,2025-11-18T08:05:27,True
REF00140,TXN001574,12839.69,duplicate_charge,2026-05-24T23:41:29,False
REF00141,TXN001577,9035.74,not_as_described,2026-01-01T09:44:08,True
REF00142,TXN001602,3626.86,customer_changed_mind,2025-06-08T21:31:37,True
REF00143,TXN001607,7736.23,product_not_received,2025-07-23T08:20:20,True
REF00144,TXN001612,4145.49,customer_changed_mind,2025-09-14T02:42:47,True
REF00145,TXN001617,13958.93,duplicate_charge,2026-05-27T20:28:59,True
REF00146,TXN001625,8431.42,duplicate_charge,2025-02-09T11:15:44,True
REF00147,TXN001649,7571.5,duplicate_charge,2026-01-18T02:25:21,True
REF00148,TXN001654,14435.72,not_as_described,2025-11-18T17:49:37,True
REF00149,TXN001690,1478.77,product_not_received,2026-06-13T03:24:03,True
REF00150,TXN001703,9839.84,customer_changed_mind,2025-01-03T12:10:11,False
REF00151,TXN001725,12029.59,duplicate_charge,2026-04-03T16:06:48,True
REF00152,TXN001734,4935.24,product_not_received,2025-10-21T06:22:00,True
REF00153,TXN001736,11714.88,product_not_received,2025-03-24T10:52:30,True
REF00154,TXN001744,2246.88,duplicate_charge,2025-09-23T09:25:31,False
REF00155,TXN001749,7365.31,product_not_received,2025-03-08T08:06:49,False
REF00156,TXN001781,8724.32,customer_changed_mind,2025-12-21T15:47:41,True
REF00157,TXN001787,5116.04,product_not_received,2025-07-19T18:38:40,False
REF00158,TXN001791,7499.75,not_as_described,2025-10-04T02:39:34,True
REF00159,TXN001796,14858.93,product_not_received,2026-01-22T20:12:31,True
REF00160,TXN001799,10194.9,product_not_received,2025-01-15T12:49:31,True
REF00161,TXN001805,1077.97,not_as_described,2025-10-08T13:41:21,True
REF00162,TXN001817,3652.55,customer_changed_mind,2026-04-27T10:12:56,False
REF00163,TXN001820,11539.15,not_as_described,2025-11-23T14:15:04,True
REF00164,TXN001836,3990.71,not_as_described,2025-12-10T13:15:54,False
REF00165,TXN001837,981.9,duplicate_charge,2025-05-05T22:20:48,True
REF00166,TXN001857,605.47,product_not_received,2025-08-10T13:53:49,False
REF00167,TXN001866,3773.23,not_as_described,2026-06-17T13:12:44,True
REF00168,TXN001867,2413.88,product_not_received,2026-05-08T22:12:02,False
REF00169,TXN001870,10673.5,duplicate_charge,2026-01-29T20:32:38,False
REF00170,TXN001871,13983.45,product_not_received,2025-08-12T14:47:11,True
REF00171,TXN001872,7189.38,product_not_received,2025-08-06T08:57:40,True
REF00172,TXN001879,1289.19,not_as_described,2025-04-14T10:54:44,False
REF00173,TXN001880,1108.91,not_as_described,2025-09-25T17:54:29,False
REF00174,TXN001883,870.92,duplicate_charge,2025-01-04T08:11:03,False
REF00175,TXN001885,7806.19,duplicate_charge,2026-04-21T14:06:49,False
REF00176,TXN001889,1223.26,not_as_described,2025-07-10T12:55:29,True
REF00177,TXN001897,11530.86,duplicate_charge,2025-05-19T05:48:49,True
REF00178,TXN001915,3112.55,product_not_received,2025-06-15T07:56:58,True
REF00179,TXN001975,9585.16,customer_changed_mind,2025-09-26T13:10:05,True
REF00180,TXN001979,6983.2,product_not_received,2025-12-10T00:06:07,True
REF00181,TXN001990,14462.51,product_not_received,2025-08-09T08:17:44,True
REF00182,TXN002035,1792.14,duplicate_charge,2025-02-26T11:47:41,True
REF00183,TXN002037,9886.15,product_not_received,2026-02-19T00:33:40,True
REF00184,TXN002045,13132.63,customer_changed_mind,2026-04-10T07:51:03,True
REF00185,TXN002055,12413.61,product_not_received,2026-06-20T15:09:53,True
REF00186,TXN002056,1187.64,not_as_described,2025-07-18T13:04:55,True
REF00187,TXN002060,6772.68,customer_changed_mind,2026-05-05T22:07:50,True
REF00188,TXN002063,13541.58,customer_changed_mind,2025-09-18T09:51:08,False
REF00189,TXN002064,681.26,not_as_described,2026-03-30T23:20:14,True
REF00190,TXN002071,10736.62,not_as_described,2025-07-18T00:21:09,False
REF00191,TXN002076,4125.53,not_as_described,2026-05-05T22:22:52,True
REF00192,TXN002081,4466.11,duplicate_charge,2025-08-14T15:08:06,False
REF00193,TXN002089,3975.12,not_as_described,2025-07-02T05:24:57,True
REF00194,TXN002097,11859.12,customer_changed_mind,2025-01-02T06:42:56,True
REF00195,TXN002099,9306.51,not_as_described,2026-04-25T07:33:50,True
REF00196,TXN002102,7830.4,customer_changed_mind,2026-02-19T04:41:23,True
REF00197,TXN002107,12277.89,product_not_received,2026-04-16T02:34:10,False
REF00198,TXN002188,251.55,duplicate_charge,2025-05-04T00:08:42,True
REF00199,TXN002200,2926.71,not_as_described,2025-04-12T18:46:01,True
REF00200,TXN002232,8506.21,customer_changed_mind,2025-02-25T04:09:48,True
REF00201,TXN002250,3961.74,not_as_described,2025-01-08T04:20:50,True
REF00202,TXN002258,9525.67,customer_changed_mind,2025-12-26T09:13:24,True
REF00203,TXN002273,12793.76,not_as_described,2026-06-01T00:56:04,True
REF00204,TXN002276,3886.49,product_not_received,2026-06-03T10:55:16,False
REF00205,TXN002277,1009.84,not_as_described,2026-05-22T10:07:17,True
REF00206,TXN002309,4477.19,not_as_described,2026-02-16T15:07:10,True
REF00207,TXN002320,2904.27,customer_changed_mind,2025-04-16T08:41:09,False
REF00208,TXN002339,4137.65,not_as_described,2025-04-06T17:41:04,True
REF00209,TXN002421,6743.93,customer_changed_mind,2026-01-18T13:36:02,True
REF00210,TXN002476,5486.81,duplicate_charge,2026-06-02T15:13:07,True
REF00211,TXN002512,11696.19,not_as_described,2026-03-12T01:46:15,True
REF00212,TXN002536,484.29,not_as_described,2025-04-12T15:00:29,True
REF00213,TXN002554,5757.94,duplicate_charge,2025-11-12T13:42:29,True
REF00214,TXN002555,3990.52,not_as_described,2025-03-26T08:06:45,True
REF00215,TXN002556,6383.39,duplicate_charge,2025-11-14T13:35:15,True
REF00216,TXN002559,7047.08,product_not_received,2025-01-29T20:03:22,True
REF00217,TXN002565,411.68,customer_changed_mind,2025-12-26T13:12:59,True
REF00218,TXN002567,9932.45,duplicate_charge,2025-05-15T20:29:51,True
REF00219,TXN002574,10414.77,product_not_received,2025-12-07T16:07:47,True
REF00220,TXN002576,6640.6,not_as_described,2025-05-03T23:59:41,True
REF00221,TXN002592,14003.19,customer_changed_mind,2025-08-30T12:19:42,True
REF00222,TXN002596,13022.15,duplicate_charge,2026-04-23T18:49:34,True
REF00223,TXN002613,10132.61,not_as_described,2026-04-02T08:54:59,True
REF00224,TXN002676,8816.07,product_not_received,2025-06-23T18:46:04,True
REF00225,TXN002691,13766.57,product_not_received,2025-06-30T16:40:58,True
REF00226,TXN002758,2179.54,product_not_received,2025-06-23T22:26:08,False
REF00227,TXN002767,3784.43,product_not_received,2026-06-24T06:02:36,False
REF00228,TXN002774,8674.28,customer_changed_mind,2025-05-20T06:35:31,True
REF00229,TXN002781,7342.55,not_as_described,2025-10-23T20:27:41,True
REF00230,TXN002783,6900.22,not_as_described,2025-03-21T10:43:19,False
REF00231,TXN002794,14357.13,not_as_described,2025-02-02T04:14:08,False
REF00232,TXN002795,8625.4,product_not_received,2025-09-21T06:42:21,False
REF00233,TXN002801,927.2,product_not_received,2025-03-26T22:48:29,True
REF00234,TXN002803,4013.53,customer_changed_mind,2025-02-02T15:39:22,True
REF00235,TXN002804,11509.73,duplicate_charge,2025-08-14T00:15:06,True
REF00236,TXN002805,1065.48,product_not_received,2025-11-11T02:38:50,True
REF00237,TXN002808,756.96,not_as_described,2025-01-05T07:58:50,True
REF00238,TXN002809,8979.93,product_not_received,2026-02-20T10:47:17,True
REF00239,TXN002810,3848.47,not_as_described,2026-05-21T07:15:47,True
REF00240,TXN002835,7065.43,duplicate_charge,2026-06-15T16:32:50,False
REF00241,TXN002836,959.51,duplicate_charge,2026-04-20T06:25:46,True
REF00242,TXN002844,300.54,duplicate_charge,2025-07-16T10:14:57,True
REF00243,TXN002850,5567.82,customer_changed_mind,2025-04-28T04:06:59,True
REF00244,TXN002852,13414.44,customer_changed_mind,2026-04-19T14:27:04,True
REF00245,TXN002854,5655.21,not_as_described,2025-06-01T10:17:43,False
REF00246,TXN002856,11737.73,customer_changed_mind,2025-06-30T18:02:20,True
REF00247,TXN002858,4933.5,not_as_described,2026-06-22T02:31:44,True
REF00248,TXN002861,14290.22,product_not_received,2025-10-29T21:51:43,False
REF00249,TXN002863,9169.72,product_not_received,2026-03-07T21:21:10,False
REF00250,TXN002866,13202.46,duplicate_charge,2025-11-10T14:43:31,True
REF00251,TXN002883,5342.67,not_as_described,2025-03-28T09:07:37,True
REF00252,TXN002915,3486.23,not_as_described,2025-04-15T00:03:26,False
REF00253,TXN002918,13711.31,duplicate_charge,2026-01-02T23:04:01,False
REF00254,TXN002957,11527.05,customer_changed_mind,2025-07-24T01:05:51,False
REF00255,TXN002964,6975.42,customer_changed_mind,2025-05-24T23:31:36,True
REF00256,TXN002975,6701.67,customer_changed_mind,2025-04-03T21:58:10,True
REF00257,TXN002979,3913.88,not_as_described,2025-08-30T12:54:28,False
REF00258,TXN002988,11964.97,customer_changed_mind,2025-10-18T06:16:35,True
REF00259,TXN003006,3057.75,customer_changed_mind,2025-05-14T19:58:04,True
REF00260,TXN003009,14741.8,duplicate_charge,2025-10-15T21:33:37,True
REF00261,TXN003030,3224.52,not_as_described,2025-07-28T19:18:33,True
REF00262,TXN003035,3757.45,not_as_described,2026-06-24T01:24:22,True
REF00263,TXN003053,14606.23,not_as_described,2026-03-16T22:59:35,False
REF00264,TXN003054,3459.99,product_not_received,2025-02-23T22:31:57,True
REF00265,TXN003057,7480.43,not_as_described,2025-08-04T08:17:26,True
REF00266,TXN003063,6281.61,not_as_described,2025-01-01T02:14:48,True
REF00267,TXN003073,13292.42,not_as_described,2025-12-25T10:33:06,False
REF00268,TXN003091,12040.16,duplicate_charge,2025-03-22T06:04:37,True
REF00269,TXN003093,3969.73,product_not_received,2025-10-25T07:18:18,True
REF00270,TXN003096,7768.16,not_as_described,2026-03-22T12:32:25,False
REF00271,TXN003108,11202.15,not_as_described,2026-05-15T20:00:52,False
REF00272,TXN003146,4226.56,not_as_described,2025-01-23T19:16:58,False
REF00273,TXN003174,4470.94,customer_changed_mind,2026-06-23T17:59:53,True
REF00274,TXN003181,1902.0,product_not_received,2025-06-23T06:05:03,True
REF00275,TXN003189,7243.66,customer_changed_mind,2026-05-25T20:42:01,True
REF00276,TXN003191,13846.47,customer_changed_mind,2025-04-02T20:42:44,False
REF00277,TXN003192,6114.87,not_as_described,2026-02-22T22:46:58,False
REF00278,TXN003193,12633.57,customer_changed_mind,2025-08-05T13:46:20,False
REF00279,TXN003207,505.67,customer_changed_mind,2025-11-15T12:20:40,True
REF00280,TXN003209,4380.24,customer_changed_mind,2025-06-24T18:15:53,True
REF00281,TXN003210,12732.87,customer_changed_mind,2025-04-13T11:50:19,True
REF00282,TXN003220,890.44,duplicate_charge,2026-06-04T05:29:15,True
REF00283,TXN003229,14535.63,duplicate_charge,2026-02-02T01:08:42,False
REF00284,TXN003237,8808.41,customer_changed_mind,2025-04-10T04:43:56,True
REF00285,TXN003240,14189.34,duplicate_charge,2025-01-30T11:21:31,True
REF00286,TXN003247,8456.73,duplicate_charge,2026-01-31T22:14:30,False
REF00287,TXN003264,2310.67,not_as_described,2026-06-25T09:24:52,True
REF00288,TXN003268,7606.36,customer_changed_mind,2025-04-05T22:52:56,True
REF00289,TXN003355,5019.62,not_as_described,2026-05-26T18:28:41,True
REF00290,TXN003365,11736.68,duplicate_charge,2025-07-25T04:14:06,True
REF00291,TXN003437,6697.35,duplicate_charge,2025-09-20T20:07:06,True
REF00292,TXN003468,1218.09,not_as_described,2025-03-08T11:40:19,True
REF00293,TXN003494,5782.21,duplicate_charge,2025-04-28T07:23:39,True
REF00294,TXN003535,12728.22,duplicate_charge,2026-04-28T21:00:05,True
REF00295,TXN003537,10372.34,duplicate_charge,2025-02-02T05:42:53,True
REF00296,TXN003581,7244.83,not_as_described,2025-04-04T10:19:49,True
REF00297,TXN003623,10434.82,product_not_received,2026-05-13T06:06:26,True
REF00298,TXN003626,4965.78,customer_changed_mind,2025-05-27T21:44:15,True
REF00299,TXN003629,10409.38,product_not_received,2026-03-05T13:52:34,True
REF00300,TXN003632,13191.75,duplicate_charge,2025-02-25T20:15:06,True
REF00301,TXN003633,10883.64,product_not_received,2025-01-02T19:54:13,False
REF00302,TXN003634,10207.93,not_as_described,2025-04-15T23:38:35,True
REF00303,TXN003641,5125.17,product_not_received,2025-02-19T22:16:43,True
REF00304,TXN003651,2209.11,product_not_received,2026-05-02T22:37:14,False
REF00305,TXN003719,4888.66,customer_changed_mind,2026-05-28T19:40:09,False
REF00306,TXN003726,1153.27,customer_changed_mind,2025-04-12T13:10:54,True
REF00307,TXN003741,9037.0,product_not_received,2026-06-01T08:38:53,False
REF00308,TXN003813,12367.81,not_as_described,2026-02-27T16:21:23,True
REF00309,TXN003832,12900.62,duplicate_charge,2025-09-06T12:29:52,True
REF00310,TXN003880,8860.72,not_as_described,2025-07-23T22:21:58,False
REF00311,TXN003882,12778.71,product_not_received,2025-11-20T00:09:05,True
REF00312,TXN003885,9053.42,duplicate_charge,2025-10-26T01:26:20,True
REF00313,TXN003886,8549.62,product_not_received,2025-06-01T04:57:41,True
REF00314,TXN003891,11415.99,not_as_described,2026-01-26T20:46:25,True
REF00315,TXN003893,9916.25,not_as_described,2026-01-30T04:18:14,True
REF00316,TXN003894,6289.22,duplicate_charge,2025-07-05T19:26:00,False
REF00317,TXN003953,2462.49,not_as_described,2025-10-02T21:11:01,False
REF00318,TXN003957,5556.69,customer_changed_mind,2025-08-17T13:07:54,True
REF00319,TXN003961,4271.39,not_as_described,2026-03-16T17:51:07,True
REF00320,TXN003962,12625.21,not_as_described,2025-05-23T13:47:44,True
REF00321,TXN003966,3273.64,duplicate_charge,2025-09-29T10:03:15,True
REF00322,TXN003971,7015.99,customer_changed_mind,2025-11-17T13:48:38,True
REF00323,TXN003977,693.06,customer_changed_mind,2025-01-12T00:52:23,True
REF00324,TXN004012,7544.33,product_not_received,2025-11-28T01:52:28,True
REF00325,TXN004025,13089.12,customer_changed_mind,2025-12-08T02:45:00,True
REF00326,TXN004044,12923.75,customer_changed_mind,2026-05-04T10:20:18,False
REF00327,TXN004074,9762.79,customer_changed_mind,2025-06-12T11:29:13,True
REF00328,TXN004090,2665.11,not_as_described,2025-12-31T03:05:40,True
REF00329,TXN004098,8228.15,not_as_described,2026-05-30T18:37:50,True
REF00330,TXN004158,3761.99,not_as_described,2026-05-27T02:42:31,True
REF00331,TXN004183,14021.4,duplicate_charge,2025-08-27T19:45:29,True
REF00332,TXN004235,8108.7,duplicate_charge,2025-10-26T23:33:48,False
REF00333,TXN004238,6897.98,customer_changed_mind,2025-01-04T17:50:33,True
REF00334,TXN004252,207.36,product_not_received,2025-09-30T09:34:50,True
REF00335,TXN004259,11835.87,customer_changed_mind,2025-06-01T18:05:28,True
REF00336,TXN004261,7723.23,product_not_received,2025-01-03T00:06:10,False
REF00337,TXN004268,4510.08,product_not_received,2025-03-16T23:49:05,False
REF00338,TXN004275,1050.57,duplicate_charge,2026-04-09T15:07:23,True
REF00339,TXN004277,14929.08,product_not_received,2025-10-12T10:47:34,True
REF00340,TXN004280,4398.99,duplicate_charge,2025-06-13T06:43:31,True
REF00341,TXN004286,2518.79,not_as_described,2025-03-23T20:46:30,True
REF00342,TXN004290,4073.41,customer_changed_mind,2025-07-25T02:50:40,True
REF00343,TXN004291,11510.16,duplicate_charge,2025-04-07T19:23:17,True
REF00344,TXN004293,11917.14,duplicate_charge,2025-05-25T15:04:29,True
REF00345,TXN004298,7681.56,customer_changed_mind,2026-06-09T23:48:05,False
REF00346,TXN004299,8585.6,customer_changed_mind,2025-03-02T19:37:17,True
REF00347,TXN004316,312.52,customer_changed_mind,2025-08-23T13:22:45,False
REF00348,TXN004324,5908.06,product_not_received,2025-03-18T00:56:02,True
REF00349,TXN004329,13482.0,not_as_described,2025-07-05T19:49:52,True
REF00350,TXN004332,6731.09,customer_changed_mind,2025-06-05T02:39:18,True
REF00351,TXN004333,1462.44,product_not_received,2025-07-15T06:52:26,True
REF00352,TXN004345,8609.74,not_as_described,2025-01-12T06:56:36,True
REF00353,TXN004346,3095.0,product_not_received,2025-07-16T06:31:22,True
REF00354,TXN004347,13677.08,product_not_received,2025-11-18T02:33:32,True
REF00355,TXN004349,5857.37,customer_changed_mind,2026-01-09T15:37:47,True
REF00356,TXN004351,10027.7,customer_changed_mind,2026-04-23T17:20:45,True
REF00357,TXN004353,11111.34,not_as_described,2026-02-24T11:36:09,True
REF00358,TXN004355,8538.01,product_not_received,2025-11-22T05:42:51,False
REF00359,TXN004359,11076.98,not_as_described,2025-05-29T12:47:33,True
REF00360,TXN004384,2642.06,not_as_described,2025-12-03T21:15:46,False
REF00361,TXN004395,1794.67,product_not_received,2025-01-02T07:12:56,True
REF00362,TXN004400,1150.97,customer_changed_mind,2025-03-09T07:15:41,False
REF00363,TXN004401,8389.74,not_as_described,2025-01-04T05:27:10,True
REF00364,TXN004402,13973.84,not_as_described,2025-07-27T21:02:26,True
REF00365,TXN004410,10927.03,customer_changed_mind,2026-02-28T17:41:45,False
