chargeback_id,transaction_id,reason,filed_at,resolved,resolution
CB00051,TXN002861,unauthorized_transaction,2025-10-29T21:51:43,False,customer_won
CB00052,TXN002912,goods_not_received,2026-03-14T21:37:17,True,customer_won
CB00053,TXN002921,goods_not_received,2026-04-09T06:23:02,False,pending
CB00054,TXN003048,billing_error,2025-05-04T21:05:32,True,customer_won
CB00055,TXN003050,unauthorized_transaction,2025-07-09T21:46:14,True,customer_won
CB00056,TXN003121,billing_error,2025-08-31T08:46:11,False,customer_won
CB00057,TXN003196,billing_error,2026-04-30T01:43:45,True,pending
CB00058,TXN003205,unauthorized_transaction,2025-02-22T01:52:39,False,merchant_won
CB00059,TXN003207,billing_error,2025-11-15T12:20:40,False,customer_won
CB00060,TXN003209,unauthorized_transaction,2025-06-24T18:15:53,False,pending
CB00061,TXN003472,goods_not_received,2025-04-04T13:10:26,True,merchant_won
CB00062,TXN003623,goods_not_received,2026-05-13T06:06:26,True,pending
CB00063,TXN003746,unauthorized_transaction,2025-11-01T17:57:44,False,pending
CB00064,TXN003877,billing_error,2025-09-17T21:17:39,False,customer_won
CB00065,TXN003881,goods_not_received,2025-10-11T02:35:52,False,merchant_won
CB00066,TXN003885,unauthorized_transaction,2025-10-26T01:26:20,True,merchant_won
CB00067,TXN003894,unauthorized_transaction,2025-07-05T19:26:00,True,pending
CB00068,TXN003927,billing_error,2025-03-19T10:44:40,False,pending
CB00069,TXN003953,goods_not_received,2025-10-02T21:11:01,False,merchant_won
CB00070,TXN003962,goods_not_received,2025-05-23T13:47:44,True,pending
CB00071,TXN004135,goods_not_received,2025-08-02T03:57:45,False,merchant_won
CB00072,TXN004203,goods_not_received,2026-02-15T08:04:44,False,pending
CB00073,TXN004281,unauthorized_transaction,2025-09-15T12:28:25,False,merchant_won
CB00074,TXN004293,billing_error,2025-05-25T15:04:29,True,merchant_won
CB00075,TXN004298,unauthorized_transaction,2026-06-09T23:48:05,False,merchant_won
CB00076,TXN004299,billing_error,2025-03-02T19:37:17,True,customer_won
CB00077,TXN004330,goods_not_received,2025-07-03T01:11:57,True,merchant_won
CB00078,TXN004334,unauthorized_transaction,2025-11-19T00:01:35,True,customer_won
CB00079,TXN004337,unauthorized_transaction,2025-06-02T05:25:58,True,pending
CB00080,TXN004359,unauthorized_transaction,2025-05-29T12:47:33,True,pending
CB00081,TXN004406,billing_error,2025-11-15T09:32:55,False,customer_won
CB00082,TXN004723,goods_not_received,2026-06-16T07:51:44,True,merchant_won
CB00083,TXN004727,goods_not_received,2026-04-01T21:06:03,True,customer_won
CB00084,TXN004729,billing_error,2025-03-16T07:05:20,True,customer_won
CB00085,TXN004943,goods_not_received,2025-07-05T10:41:50,False,merchant_won
CB00086,TXN004950,billing_error,2025-04-22T13:43:40,True,pending
CB00087,TXN004979,unauthorized_transaction,2025-05-03T10:13:58,True,pending
CB00088,TXN005014,unauthorized_transaction,2026-03-14T19:55:53,True,merchant_won
CB00089,TXN005234,goods_not_received,2025-05-20T10:48:03,False,pending
CB00090,TXN005242,goods_not_received,2025-04-21T01:01:05,False,merchant_won
CB00091,TXN005273,billing_error,2025-06-27T10:08:25,True,merchant_won
CB00092,TXN005408,goods_not_received,2025-07-03T04:09:29,False,pending
CB00093,TXN005414,goods_not_received,2025-01-26T17:07:26,False,pending
CB00094,TXN005478,unauthorized_transaction,2025-04-04T22:34:00,True,merchant_won
CB00095,TXN005489,billing_error,2025-05-18T03:59:12,False,pending
CB00096,TXN005495,goods_not_received,2026-02-20T21:03:20,True,customer_won
CB00097,TXN005510,goods_not_received,2025-09-09T08:39:46,False,merchant_won
CB00098,TXN005823,billing_error,2025-10-27T05:46:58,True,pending
CB00099,TXN006084,goods_not_received,2025-12-29T08:08:55,False,merchant_won
CB00100,TXN006189,billing_error,2025-12-15T08:43:44,False,merchant_won
CB00101,TXN006192,goods_not_received,2026-02-03T02:54:09,False,merchant_won
CB00102,TXN006196,billing_error,2025-02-12T23:17:26,True,customer_won
CB00103,TXN006251,unauthorized_transaction,2025-01-29T00:40:47,True,customer_won
CB00104,TXN006268,billing_error,2026-04-25T18:36:23,False,customer_won
CB00105,TXN006309,goods_not_received,2025-06-26T13:06:28,True,customer_won
CB00106,TXN006316,unauthorized_transaction,2025-10-24T05:27:34,True,merchant_won
CB00107,TXN006342,billing_error,2025-12-17T03:58:51,False,merchant_won
CB00108,TXN006437,unauthorized_transaction,2026-02-25T21:31:47,True,customer_won
CB00109,TXN006614,goods_not_received,2025-06-20T06:01:14,True,customer_won
CB00110,TXN006752,unauthorized_transaction,2026-03-28T23:50:14,True,pending
CB00111,TXN006840,billing_error,2026-03-11T03:25:32,True,merchant_won
CB00112,TXN007025,goods_not_received,2025-01-30T06:55:22,False,customer_won
CB00113,TXN007154,billing_error,2025-07-10T23:09:10,True,pending
CB00114,TXN007171,goods_not_received,2025-03-20T14:59:12,True,merchant_won
CB00115,TXN007203,unauthorized_transaction,2025-11-17T15:18:05,False,merchant_won
CB00116,TXN007237,goods_not_received,2026-06-18T13:20:41,False,customer_won
CB00117,TXN007244,unauthorized_transaction,2025-05-14T16:53:22,False,merchant_won
CB00118,TXN007387,goods_not_received,2025-05-06T23:53:49,False,pending
CB00119,TXN007396,goods_not_received,2025-05-01T07:16:59,False,customer_won
CB00120,TXN007467,goods_not_received,2025-07-17T04:20:26,True,merchant_won
CB00121,TXN007624,unauthorized_transaction,2025-11-18T03:17:40,True,pending
CB00122,TXN007626,goods_not_received,2025-09-24T05:37:50,True,pending
CB00123,TXN007631,goods_not_received,2025-07-20T14:01:54,True,customer_won
CB00124,TXN007696,billing_error,2026-06-04T16:27:20,True,merchant_won
CB00125,TXN007731,unauthorized_transaction,2025-05-05T03:48:34,True,customer_won
CB00126,TXN007778,billing_error,2025-01-11T03:12:33,False,pending
CB00127,TXN007955,billing_error,2025-02-12T14:00:06,True,merchant_won
CB00128,TXN008069,goods_not_received,2025-07-29T17:45:59,False,merchant_won
CB00129,TXN008071,billing_error,2025-12-25T05:41:38,False,customer_won
CB00130,TXN008083,unauthorized_transaction,2025-10-09T13:11:26,True,pending
CB00131,TXN008092,billing_error,2026-01-31T21:09:03,True,customer_won
CB00132,TXN008102,billing_error,2025-04-25T13:37:12,False,customer_won
CB00133,TXN008110,billing_error,2026-01-21T09:32:16,True,pending
CB00134,TXN008116,billing_error,2025-08-31T19:33:47,False,customer_won
CB00135,TXN008165,billing_error,2025-02-08T10:35:57,False,merchant_won
CB00136,TXN008235,goods_not_received,2025-08-04T19:26:49,False,customer_won
CB00137,TXN008354,goods_not_received,2025-08-16T15:03:08,True,pending
CB00138,TXN008362,goods_not_received,2025-05-18T06:00:13,False,customer_won
CB00139,TXN008364,goods_not_received,2025-06-16T22:39:01,True,merchant_won
CB00140,TXN008366,goods_not_received,2025-02-01T01:45:04,False,pending
CB00141,TXN008377,unauthorized_transaction,2026-02-07T03:01:58,True,customer_won
CB00142,TXN008445,billing_error,2025-07-08T09:11:11,True,customer_won
CB00143,TXN008520,goods_not_received,2025-11-06T05:52:29,True,pending
CB00144,TXN008552,unauthorized_transaction,2025-01-21T06:13:03,True,merchant_won
CB00145,TXN008627,unauthorized_transaction,2025-03-03T23:46:47,False,customer_won
CB00146,TXN008761,billing_error,2025-02-09T01:11:02,True,merchant_won
CB00147,TXN008779,billing_error,2026-05-04T07:57:13,True,customer_won
CB00148,TXN008804,unauthorized_transaction,2025-12-05T19:09:16,True,pending
CB00149,TXN008897,goods_not_received,2026-02-18T11:44:48,True,pending
CB00150,TXN008898,billing_error,2026-06-25T10:56:10,False,merchant_won
CB00151,TXN008901,unauthorized_transaction,2025-06-30T10:25:17,True,pending
CB00152,TXN008964,billing_error,2025-04-25T11:35:46,True,customer_won
CB00153,TXN008966,goods_not_received,2026-06-13T10:29:11,True,merchant_won
CB00154,TXN008968,unauthorized_transaction,2025-08-27T16:17:56,False,customer_won
CB00155,TXN008973,billing_error,2025-06-20T00:54:46,True,customer_won
CB00156,TXN008987,billing_error,2025-09-08T20:18:15,True,customer_won
CB00157,TXN009326,goods_not_received,2026-06-27T05:52:30,False,pending
CB00158,TXN009328,billing_error,2025-05-24T10:29:04,False,pending
CB00159,TXN009332,billing_error,2025-04-12T01:52:22,False,customer_won
CB00160,TXN009714,unauthorized_transaction,2026-03-29T01:06:54,False,pending
CB00161,TXN009720,unauthorized_transaction,2025-02-09T14:03:03,False,customer_won
CB00162,TXN010003,billing_error,2025-08-31T11:53:29,True,pending
CB00163,TXN010013,billing_error,2025-01-27T20:59:58,False,merchant_won
CB00164,TXN010040,billing_error,2026-06-04T13:49:49,True,merchant_won
CB00165,TXN010183,goods_not_received,2026-03-10T03:52:40,True,pending
CB00166,TXN010185,goods_not_received,2025-02-09T16:59:48,False,pending
CB00167,TXN010200,unauthorized_transaction,2025-03-09T10:31:38,True,pending
CB00168,TXN010207,unauthorized_transaction,2025-02-05T02:24:12,True,merchant_won
CB00169,TXN010212,billing_error,2025-01-18T20:08:30,True,pending
CB00170,TXN010221,unauthorized_transaction,2026-04-13T15:57:21,False,pending
CB00171,TXN010293,goods_not_received,2026-06-28T21:25:54,False,pending
CB00172,TXN010355,goods_not_received,2025-08-13T07:10:17,True,merchant_won
CB00173,TXN010367,billing_error,2026-05-11T21:38:40,False,pending
CB00174,TXN010423,billing_error,2025-10-11T08:43:30,True,pending
CB00175,TXN010426,unauthorized_transaction,2025-05-27T11:16:06,True,customer_won
CB00176,TXN010692,billing_error,2025-06-20T19:38:31,False,pending
CB00177,TXN010693,goods_not_received,2026-04-25T10:22:00,False,pending
CB00178,TXN010705,goods_not_received,2026-03-12T13:06:47,True,merchant_won
CB00179,TXN010749,goods_not_received,2025-08-08T05:32:48,False,customer_won
CB00180,TXN010975,billing_error,2025-12-23T14:13:46,False,customer_won
CB00181,TXN010978,goods_not_received,2026-03-14T12:57:39,False,pending
CB00182,TXN011071,billing_error,2025-06-04T14:55:36,True,customer_won
CB00183,TXN011110,goods_not_received,2026-02-14T00:49:06,True,pending
CB00184,TXN011259,unauthorized_transaction,2025-07-05T22:03:07,True,customer_won
CB00185,TXN011263,billing_error,2025-03-17T08:39:59,False,customer_won
CB00186,TXN011267,billing_error,2026-06-15T01:07:39,False,pending
CB00187,TXN011287,billing_error,2025-08-05T05:44:00,True,merchant_won
CB00188,TXN011375,unauthorized_transaction,2025-04-15T20:39:25,False,merchant_won
CB00189,TXN011382,unauthorized_transaction,2025-08-12T00:27:15,False,merchant_won
CB00190,TXN011731,billing_error,2025-12-10T08:56:58,True,merchant_won
CB00191,TXN012069,goods_not_received,2026-04-26T18:50:15,True,customer_won
CB00192,TXN012087,billing_error,2026-05-26T01:10:28,True,merchant_won
CB00193,TXN012098,billing_error,2026-04-15T21:01:23,False,pending
CB00194,TXN012101,unauthorized_transaction,2025-06-06T19:48:12,True,merchant_won
CB00195,TXN012117,unauthorized_transaction,2025-05-12T04:46:33,False,merchant_won
CB00196,TXN012254,billing_error,2026-06-20T19:18:46,False,customer_won
CB00197,TXN012367,goods_not_received,2026-04-19T07:20:32,False,merchant_won
CB00198,TXN012453,goods_not_received,2025-06-26T05:07:24,False,customer_won
CB00199,TXN012611,unauthorized_transaction,2025-08-28T12:10:49,True,merchant_won
CB00200,TXN012614,goods_not_received,2026-04-07T15:13:05,True,customer_won
CB00201,TXN012616,unauthorized_transaction,2025-11-26T06:25:54,False,merchant_won
CB00202,TXN012984,billing_error,2025-08-26T14:30:43,True,customer_won
CB00203,TXN013414,goods_not_received,2025-12-21T21:48:37,True,merchant_won
CB00204,TXN013416,billing_error,2025-12-23T11:33:20,True,pending
CB00205,TXN013421,billing_error,2025-01-03T01:53:24,True,merchant_won
CB00206,TXN013437,goods_not_received,2025-04-20T23:59:02,True,customer_won
CB00207,TXN013438,billing_error,2026-01-22T20:22:41,False,pending
CB00208,TXN013487,unauthorized_transaction,2025-04-26T20:07:40,False,merchant_won
CB00209,TXN013491,unauthorized_transaction,2026-01-14T07:22:46,True,merchant_won
CB00210,TXN013522,billing_error,2025-10-21T06:36:42,True,customer_won
CB00211,TXN013594,unauthorized_transaction,2026-05-06T04:45:32,True,customer_won
CB00212,TXN013596,unauthorized_transaction,2026-02-04T01:37:49,True,pending
CB00213,TXN013617,billing_error,2025-03-03T04:49:16,True,merchant_won
CB00214,TXN013648,goods_not_received,2025-03-05T03:50:03,True,merchant_won
CB00215,TXN013652,billing_error,2025-10-29T22:03:02,True,pending
CB00216,TXN013658,billing_error,2025-11-20T23:50:39,False,merchant_won
CB00217,TXN013659,billing_error,2025-05-19T14:23:01,True,pending
CB00218,TXN013704,unauthorized_transaction,2025-03-10T19:46:18,True,customer_won
CB00219,TXN013778,goods_not_received,2026-03-15T13:33:13,True,customer_won
CB00220,TXN013785,billing_error,2026-02-22T04:28:10,True,merchant_won
CB00221,TXN013788,unauthorized_transaction,2026-01-18T10:24:11,False,pending
CB00222,TXN013854,goods_not_received,2025-01-28T22:02:15,True,pending
CB00223,TXN013989,goods_not_received,2026-04-17T14:33:39,True,merchant_won
CB00224,TXN013991,billing_error,2026-06-01T11:40:49,True,customer_won
CB00225,TXN014009,billing_error,2026-01-22T10:12:05,False,customer_won
CB00226,TXN014012,unauthorized_transaction,2025-08-06T20:55:29,False,pending
CB00227,TXN014207,goods_not_received,2026-04-28T17:50:54,False,customer_won
CB00228,TXN014214,unauthorized_transaction,2025-03-13T01:22:47,False,merchant_won
CB00229,TXN014217,billing_error,2025-10-14T23:26:55,False,merchant_won
CB00230,TXN014292,goods_not_received,2026-02-21T05:45:12,False,customer_won
CB00231,TXN014293,unauthorized_transaction,2025-06-07T19:58:57,False,customer_won
CB00232,TXN014298,goods_not_received,2026-02-22T04:03:39,False,customer_won
CB00233,TXN014439,goods_not_received,2025-08-01T08:05:13,True,customer_won
CB00234,TXN014488,billing_error,2025-06-16T04:39:14,False,customer_won
CB00235,TXN014609,goods_not_received,2025-06-10T15:46:42,True,pending
CB00236,TXN014619,unauthorized_transaction,2026-01-18T17:54:20,True,customer_won
CB00237,TXN014844,goods_not_received,2025-06-28T20:21:47,False,customer_won
CB00238,TXN014858,unauthorized_transaction,2025-01-30T09:27:59,False,pending
CB00239,TXN014903,billing_error,2025-06-23T14:26:52,True,merchant_won
CB00240,TXN015050,goods_not_received,2026-04-27T03:55:46,True,merchant_won
CB00241,TXN015069,goods_not_received,2025-12-10T07:56:54,True,customer_won
CB00242,TXN015075,billing_error,2026-03-02T07:12:53,False,customer_won
CB00243,TXN015078,goods_not_received,2025-03-23T04:23:35,True,pending
CB00244,TXN015089,goods_not_received,2025-02-11T03:01:54,False,merchant_won
CB00245,TXN015106,goods_not_received,2025-10-31T07:56:35,False,pending
CB00246,TXN015108,billing_error,2025-04-09T03:54:00,False,merchant_won
CB00247,TXN015282,billing_error,2025-07-18T13:10:41,True,customer_won
CB00248,TXN015291,unauthorized_transaction,2025-01-07T14:16:04,True,pending
CB00249,TXN015294,goods_not_received,2026-03-30T20:42:13,False,pending
CB00250,TXN015330,billing_error,2026-05-02T05:40:23,True,customer_won
CB00251,TXN015332,billing_error,2025-08-23T02:58:23,False,customer_won
CB00252,TXN015334,goods_not_received,2025-05-12T12:08:01,False,merchant_won
CB00253,TXN015350,billing_error,2025-07-25T15:04:01,False,merchant_won
CB00254,TXN015407,unauthorized_transaction,2025-10-08T00:14:54,True,merchant_won
CB00255,TXN015539,goods_not_received,2025-09-28T08:43:39,True,customer_won
CB00256,TXN015553,billing_error,2025-11-26T03:17:51,True,customer_won
CB00257,TXN015630,unauthorized_transaction,2026-03-23T01:51:01,True,pending
CB00258,TXN015647,goods_not_received,2026-05-16T01:11:28,False,merchant_won
CB00259,TXN015651,billing_error,2025-04-06T23:06:58,False,pending
CB00260,TXN015665,unauthorized_transaction,2025-07-19T08:54:10,False,merchant_won
CB00261,TXN015697,billing_error,2025-06-29T11:29:07,True,customer_won
CB00262,TXN015835,goods_not_received,2025-08-03T10:21:48,True,pending
CB00263,TXN015840,billing_error,2025-12-18T03:53:36,False,merchant_won
CB00264,TXN015848,unauthorized_transaction,2026-03-26T20:45:09,True,merchant_won
CB00265,TXN015918,unauthorized_transaction,2026-01-04T20:25:20,True,merchant_won
CB00266,TXN015935,unauthorized_transaction,2025-10-25T04:42:42,True,customer_won
CB00267,TXN015958,billing_error,2025-07-24T23:06:46,True,customer_won
CB00268,TXN015965,unauthorized_transaction,2025-06-12T08:51:52,False,merchant_won
CB00269,TXN015969,goods_not_received,2025-06-19T16:47:11,True,merchant_won
CB00270,TXN015993,unauthorized_transaction,2026-06-24T08:11:08,True,pending
CB00271,TXN015995,unauthorized_transaction,2025-08-30T14:18:41,False,merchant_won
CB00272,TXN016190,goods_not_received,2025-04-29T12:39:51,True,merchant_won
CB00273,TXN016238,unauthorized_transaction,2025-03-14T03:51:28,False,merchant_won
CB00274,TXN016371,billing_error,2025-10-07T16:29:16,False,merchant_won
CB00275,TXN016387,goods_not_received,2026-02-12T06:21:56,True,customer_won
CB00276,TXN016391,billing_error,2026-04-14T11:00:00,False,merchant_won
CB00277,TXN016656,unauthorized_transaction,2026-06-23T08:25:53,True,customer_won
CB00278,TXN016712,goods_not_received,2025-02-15T01:55:10,True,merchant_won
CB00279,TXN016796,unauthorized_transaction,2025-08-21T06:36:07,True,customer_won
CB00280,TXN016961,unauthorized_transaction,2025-11-16T00:53:21,False,customer_won
CB00281,TXN017006,billing_error,2025-03-10T14:25:20,False,merchant_won
CB00282,TXN017007,goods_not_received,2025-03-25T10:37:03,True,merchant_won
CB00283,TXN017097,goods_not_received,2025-01-26T16:01:35,False,pending
CB00284,TXN017139,goods_not_received,2026-05-03T08:44:25,True,customer_won
CB00285,TXN017161,unauthorized_transaction,2025-12-19T07:56:30,True,customer_won
CB00286,TXN017273,unauthorized_transaction,2025-05-16T17:33:46,False,customer_won
CB00287,TXN017386,unauthorized_transaction,2025-11-18T14:33:10,False,customer_won
CB00288,TXN017387,goods_not_received,2026-01-10T10:25:59,False,merchant_won
CB00289,TXN017828,billing_error,2025-08-10T19:32:55,True,pending
CB00290,TXN018045,goods_not_received,2025-07-01T22:39:11,True,merchant_won
CB00291,TXN018098,billing_error,2026-01-19T21:51:03,True,merchant_won
CB00292,TXN018101,goods_not_received,2025-01-18T16:33:18,True,customer_won
CB00293,TXN018103,goods_not_received,2026-02-13T13:42:11,False,merchant_won
CB00294,TXN018111,unauthorized_transaction,2025-01-06T03:43:52,True,merchant_won
CB00295,TXN018252,billing_error,2025-04-05T17:20:22,True,merchant_won
CB00296,TXN018260,billing_error,2025-11-16T09:01:28,True,merchant_won
CB00297,TXN018310,billing_error,2025-10-26T04:30:07,False,customer_won
CB00298,TXN018344,unauthorized_transaction,2026-06-24T06:32:32,False,customer_won
CB00299,TXN018366,goods_not_received,2026-01-14T11:15:01,True,customer_won
CB00300,TXN018403,billing_error,2025-05-21T07:46:10,False,pending
CB00301,TXN018460,billing_error,2025-11-28T18:27:37,False,merchant_won
CB00302,TXN018564,billing_error,2025-07-18T22:24:40,True,merchant_won
CB00303,TXN018715,billing_error,2025-10-22T09:48:08,True,pending
CB00304,TXN018793,billing_error,2025-03-14T20:26:33,False,customer_won
CB00305,TXN018835,billing_error,2025-04-02T12:39:38,False,customer_won
CB00306,TXN018875,goods_not_received,2025-07-13T20:51:46,False,pending
CB00307,TXN018966,unauthorized_transaction,2025-07-04T02:25:50,False,merchant_won
CB00308,TXN018979,unauthorized_transaction,2025-05-18T16:30:32,True,pending
CB00309,TXN019106,billing_error,2025-12-14T09:37:10,True,pending
CB00310,TXN019206,goods_not_received,2026-03-16T05:31:42,False,pending
CB00311,TXN019384,billing_error,2025-07-16T01:16:40,True,merchant_won
CB00312,TXN019466,billing_error,2026-06-04T21:29:58,True,merchant_won
CB00313,TXN019571,goods_not_received,2025-01-18T04:52:15,True,merchant_won
CB00314,TXN019673,goods_not_received,2026-01-31T09:37:59,False,customer_won
CB00315,TXN019698,goods_not_received,2025-04-28T00:12:30,True,merchant_won
CB00316,TXN019714,billing_error,2025-05-31T22:46:25,True,customer_won
CB00317,TXN019733,goods_not_received,2026-04-13T14:57:43,False,merchant_won
CB00318,TXN019734,goods_not_received,2025-10-30T12:10:54,True,merchant_won
CB00319,TXN019763,billing_error,2025-07-01T14:47:10,False,merchant_won
CB00320,TXN019812,goods_not_received,2025-10-15T09:41:20,True,customer_won
CB00321,TXN019893,billing_error,2025-11-03T22:11:17,True,merchant_won
CB00322,TXN019894,billing_error,2026-01-25T07:01:41,True,customer_won
CB00323,TXN019900,billing_error,2025-08-17T15:37:26,False,customer_won
CB00324,TXN019901,billing_error,2025-04-30T01:23:57,False,pending
CB00325,TXN019999,billing_error,2026-02-19T12:03:44,False,customer_won
CB00326,TXN020023,unauthorized_transaction,2025-12-04T07:49:57,False,merchant_won
CB00327,TXN020085,goods_not_received,2026-05-08T04:57:33,False,pending
CB00328,TXN020098,unauthorized_transaction,2025-03-06T17:42:32,True,merchant_won
CB00329,TXN020159,unauthorized_transaction,2025-03-07T20:08:14,True,customer_won
CB00330,TXN020160,billing_error,2025-01-01T21:35:15,True,merchant_won
CB00331,TXN020323,unauthorized_transaction,2025-10-14T23:26:32,True,pending
CB00332,TXN020369,billing_error,2026-04-16T16:37:03,True,customer_won
CB00333,TXN020373,billing_error,2025-12-25T01:38:40,True,customer_won
CB00334,TXN020543,goods_not_received,2025-05-01T05:10:14,True,merchant_won
CB00335,TXN020573,goods_not_received,2025-05-23T00:59:08,False,customer_won
CB00336,TXN020580,billing_error,2025-10-22T16:37:54,True,merchant_won
CB00337,TXN020591,goods_not_received,2025-01-11T15:10:18,True,customer_won
CB00338,TXN020690,billing_error,2025-05-18T10:56:51,True,merchant_won
CB00339,TXN020695,goods_not_received,2025-06-12T16:35:12,True,customer_won
CB00340,TXN020701,unauthorized_transaction,2026-01-03T21:26:44,True,merchant_won
CB00341,TXN020778,goods_not_received,2026-03-16T08:23:28,False,pending
CB00342,TXN020798,billing_error,2025-11-02T15:15:19,True,customer_won
CB00343,TXN020800,goods_not_received,2026-05-20T11:32:47,True,pending
CB00344,TXN020810,goods_not_received,2025-06-08T19:45:42,True,pending
CB00345,TXN020873,unauthorized_transaction,2025-08-15T11:28:01,True,pending
CB00346,TXN021149,goods_not_received,2025-02-23T10:38:29,False,merchant_won
CB00347,TXN021157,goods_not_received,2026-04-30T07:20:38,False,customer_won
CB00348,TXN021165,unauthorized_transaction,2026-01-23T05:14:09,True,pending
CB00349,TXN021418,goods_not_received,2025-09-18T23:55:40,False,pending
CB00350,TXN021427,unauthorized_transaction,2025-11-21T21:38:04,False,customer_won
CB00351,TXN021442,goods_not_received,2025-04-21T09:57:05,False,merchant_won
CB00352,TXN021571,goods_not_received,2026-01-28T15:36:04,True,pending
CB00353,TXN021575,unauthorized_transaction,2026-04-11T18:36:15,True,merchant_won
CB00354,TXN021582,billing_error,2025-10-09T09:37:15,False,customer_won
CB00355,TXN021586,goods_not_received,2026-05-15T00:25:45,True,merchant_won
CB00356,TXN021587,unauthorized_transaction,2025-08-03T15:59:26,True,customer_won
CB00357,TXN021653,goods_not_received,2025-08-13T23:12:41,False,pending
CB00358,TXN021662,unauthorized_transaction,2025-05-09T04:10:58,False,customer_won
CB00359,TXN021779,goods_not_received,2025-04-12T18:36:28,True,pending
CB00360,TXN021928,goods_not_received,2025-07-23T18:09:01,False,customer_won
CB00361,TXN021984,goods_not_received,2025-01-10T20:59:17,True,pending
