transaction_id,customer_id,ring_id,timestamp,amount,hour_of_day,day_of_week,account_age_days,kyc_verified,customer_txn_number,customer_avg_amount_before,amount_zscore,customer_refund_count_before,customer_chargeback_count_before,coupon_used,coupon_usage_count_before,coupon_max_uses,coupon_over_limit,device_distinct_customers,ip_distinct_customers,num_payment_instruments,instrument_card,instrument_upi,instrument_wallet,merchant_risk_high,merchant_risk_low,merchant_risk_medium,label,split
TXN013432,CUST01256,,2025-01-01 19:07:42,6055.6,19,2,0,1,1,6055.6,0.0,0,0,0,0,-1.0,0,3,3,1,False,False,True,False,False,True,False,train
TXN009209,CUST00862,RING002,2025-01-01 19:58:20,3563.14,19,2,0,1,1,3563.14,0.0,0,0,1,0,200.0,0,16,16,1,False,True,False,False,False,True,True,train
TXN021015,CUST01946,,2025-01-01 20:00:13,8500.51,20,2,0,1,1,8500.51,0.0,0,0,0,0,-1.0,0,3,5,2,False,False,True,False,True,False,False,train
TXN011789,CUST01101,,2025-01-01 20:16:20,109.37,20,2,0,1,1,109.37,0.0,0,0,0,0,-1.0,0,3,5,1,False,False,True,False,True,False,False,train
TXN018403,CUST01711,,2025-01-01 20:19:36,2672.29,20,2,0,1,1,2672.29,0.0,0,0,0,0,-1.0,0,2,3,1,True,False,False,False,True,False,False,train
TXN013704,CUST01283,,2025-01-01 21:17:31,1218.94,21,2,0,1,1,1218.94,0.0,0,0,0,0,-1.0,0,5,4,1,True,False,False,False,True,False,False,train
TXN009054,CUST00847,RING005,2025-01-01 21:22:23,128.91,21,2,0,1,1,128.91,0.0,0,0,0,0,-1.0,0,22,22,2,False,False,True,False,True,False,True,train
TXN001574,CUST00146,,2025-01-01 21:33:23,13579.62,21,2,0,0,1,13579.62,0.0,0,0,0,0,-1.0,0,3,7,1,False,False,True,False,True,False,False,train
TXN004111,CUST00394,,2025-01-01 22:29:03,4321.59,22,2,0,1,1,4321.59,0.0,0,0,0,0,-1.0,0,3,4,1,False,False,True,False,True,False,False,train
TXN001210,CUST00113,RING003,2025-01-01 22:53:45,11747.0,22,2,0,1,1,11747.0,0.0,0,0,1,0,50.0,0,23,16,1,True,False,False,False,True,False,True,train
TXN016548,CUST01536,,2025-01-01 22:56:22,14124.75,22,2,0,1,1,14124.75,0.0,0,0,0,0,-1.0,0,4,4,1,False,True,False,False,True,False,False,train
TXN012004,CUST01118,,2025-01-01 23:13:42,1379.64,23,2,0,1,1,1379.64,0.0,0,0,0,0,-1.0,0,4,4,2,False,True,False,False,True,False,False,train
TXN014493,CUST01358,,2025-01-01 23:29:50,4429.56,23,2,0,1,1,4429.56,0.0,0,0,1,0,200.0,0,4,4,2,True,False,False,False,True,False,False,train
TXN019171,CUST01783,,2025-01-01 23:54:15,14395.68,23,2,0,1,1,14395.68,0.0,0,0,1,0,50.0,0,7,2,1,True,False,False,True,False,False,False,train
TXN005933,CUST00562,,2025-01-02 00:59:43,5454.13,0,3,0,1,1,5454.13,0.0,0,0,0,0,-1.0,0,4,3,1,False,False,True,False,True,False,False,train
TXN016983,CUST01572,,2025-01-02 01:49:38,792.54,1,3,0,1,1,792.54,0.0,0,0,0,0,-1.0,0,4,2,2,False,False,True,False,True,False,False,train
TXN021555,CUST01994,,2025-01-02 02:03:07,5045.84,2,3,0,0,1,5045.84,0.0,0,0,0,0,-1.0,0,5,3,1,False,False,True,False,True,False,False,train
TXN000376,CUST00037,,2025-01-02 02:55:20,11074.74,2,3,0,0,1,11074.74,0.0,0,0,0,0,-1.0,0,5,2,1,False,True,False,False,True,False,False,train
TXN008743,CUST00821,,2025-01-02 03:27:20,1421.96,3,3,0,0,1,1421.96,0.0,0,0,0,0,-1.0,0,5,4,1,True,False,False,False,False,True,False,train
TXN018752,CUST01743,,2025-01-02 05:27:51,1868.56,5,3,0,1,1,1868.56,0.0,0,0,0,0,-1.0,0,3,2,2,True,False,False,False,True,False,False,train
TXN009443,CUST00884,,2025-01-02 05:29:51,8730.81,5,3,0,0,1,8730.81,0.0,0,0,0,0,-1.0,0,4,6,2,True,False,False,False,True,False,False,train
TXN000225,CUST00019,RING008,2025-01-02 06:11:20,5781.03,6,3,0,1,1,5781.03,0.0,0,0,1,0,100.0,0,14,14,1,True,False,False,False,False,True,True,test
TXN013553,CUST01267,RING008,2025-01-02 06:19:16,10441.66,6,3,0,1,1,10441.66,0.0,0,0,1,0,100.0,0,14,12,1,True,False,False,False,True,False,True,test
TXN008256,CUST00774,,2025-01-02 06:31:51,13331.69,6,3,0,1,1,13331.69,0.0,0,0,0,0,-1.0,0,4,5,2,False,True,False,False,False,True,False,train
TXN000624,CUST00061,,2025-01-02 07:12:56,1794.67,7,3,0,0,1,1794.67,0.0,0,0,1,1,200.0,0,4,3,1,False,False,True,False,False,True,False,train
TXN006271,CUST00592,,2025-01-02 07:38:29,5839.51,7,3,0,0,1,5839.51,0.0,0,0,0,0,-1.0,0,3,6,2,True,False,False,False,False,True,False,train
TXN009902,CUST00924,,2025-01-02 07:47:24,4089.68,7,3,0,0,1,4089.68,0.0,0,0,0,0,-1.0,0,3,4,1,False,True,False,False,True,False,False,train
TXN007020,CUST00659,,2025-01-02 08:29:38,2458.64,8,3,0,1,1,2458.64,0.0,0,0,0,0,-1.0,0,4,4,1,True,False,False,False,True,False,False,train
TXN004289,CUST00410,,2025-01-02 09:06:57,10450.03,9,3,0,1,1,10450.03,0.0,0,0,0,0,-1.0,0,2,4,2,False,True,False,False,True,False,False,train
TXN010972,CUST01024,,2025-01-02 09:23:30,4368.23,9,3,0,1,1,4368.23,0.0,0,0,0,0,-1.0,0,3,7,1,False,False,True,False,True,False,False,train
TXN006523,CUST00618,,2025-01-02 09:53:40,14961.3,9,3,0,1,1,14961.3,0.0,0,0,0,0,-1.0,0,3,3,1,False,False,True,False,True,False,False,train
TXN006417,CUST00607,,2025-01-02 10:52:31,14374.03,10,3,0,1,1,14374.03,0.0,0,0,0,0,-1.0,0,4,6,1,False,True,False,True,False,False,False,train
TXN008009,CUST00749,,2025-01-02 12:12:33,13212.05,12,3,0,1,1,13212.05,0.0,0,0,0,0,-1.0,0,2,3,1,False,True,False,False,True,False,False,train
TXN012181,CUST01134,,2025-01-02 12:12:57,10762.97,12,3,0,1,1,10762.97,0.0,0,0,0,0,-1.0,0,4,4,1,False,False,True,False,True,False,False,train
TXN007073,CUST00664,,2025-01-02 12:50:55,6239.42,12,3,0,1,1,6239.42,0.0,0,0,0,0,-1.0,0,2,5,2,True,False,False,False,True,False,False,train
TXN006222,CUST00587,,2025-01-02 13:07:25,10976.0,13,3,0,1,1,10976.0,0.0,0,0,0,0,-1.0,0,10,2,1,True,False,False,False,True,False,False,train
TXN007583,CUST00710,RING004,2025-01-02 14:07:39,10381.15,14,3,0,1,1,10381.15,0.0,0,0,0,0,-1.0,0,13,14,1,False,False,True,False,False,True,True,train
TXN010604,CUST00987,,2025-01-02 15:24:37,14126.66,15,3,0,1,1,14126.66,0.0,0,0,0,0,-1.0,0,2,3,1,False,False,True,False,True,False,False,train
TXN010679,CUST00994,,2025-01-02 17:03:44,9450.06,17,3,0,0,1,9450.06,0.0,0,0,0,0,-1.0,0,4,5,1,False,True,False,False,True,False,False,train
TXN012019,CUST01120,,2025-01-02 17:17:48,10380.23,17,3,0,1,1,10380.23,0.0,0,0,0,0,-1.0,0,2,4,1,False,True,False,False,True,False,False,train
TXN014138,CUST01326,,2025-01-02 17:24:02,11373.11,17,3,0,1,1,11373.11,0.0,0,0,0,0,-1.0,0,3,5,2,False,True,False,False,True,False,False,train
TXN021310,CUST01974,RING003,2025-01-02 17:31:37,4168.83,17,3,0,1,1,4168.83,0.0,0,0,1,0,50.0,0,23,16,1,False,True,False,False,True,False,True,train
TXN017052,CUST01575,RING008,2025-01-02 17:40:50,2073.43,17,3,0,1,1,2073.43,0.0,0,0,0,0,-1.0,0,15,13,1,False,False,True,False,True,False,True,test
TXN015322,CUST01431,RING006,2025-01-02 17:48:04,3427.32,17,3,0,1,1,3427.32,0.0,0,0,1,0,500.0,0,14,15,2,False,True,False,False,True,False,True,train
TXN016863,CUST01561,,2025-01-02 18:18:46,6183.05,18,3,0,1,1,6183.05,0.0,0,0,0,0,-1.0,0,4,4,1,True,False,False,False,True,False,False,train
TXN013316,CUST01244,,2025-01-02 18:23:57,7734.07,18,3,0,1,1,7734.07,0.0,0,0,0,0,-1.0,0,2,6,2,False,True,False,True,False,False,False,train
TXN018809,CUST01748,,2025-01-02 18:49:27,11271.81,18,3,0,1,1,11271.81,0.0,0,0,0,0,-1.0,0,1,8,1,True,False,False,False,True,False,False,train
TXN009411,CUST00881,,2025-01-02 19:24:56,9630.56,19,3,0,0,1,9630.56,0.0,0,0,0,0,-1.0,0,3,3,1,True,False,False,False,True,False,False,train
TXN009459,CUST00886,,2025-01-02 20:08:55,3159.19,20,3,0,1,1,3159.19,0.0,0,0,0,0,-1.0,0,5,7,1,False,False,True,False,True,False,False,train
TXN018980,CUST01765,,2025-01-02 21:14:56,238.12,21,3,0,1,1,238.12,0.0,0,0,0,0,-1.0,0,7,3,1,False,False,True,False,True,False,False,train
TXN009674,CUST00906,,2025-01-02 21:44:14,13010.07,21,3,0,1,1,13010.07,0.0,0,0,0,0,-1.0,0,6,3,2,False,False,True,False,True,False,False,train
TXN011921,CUST01111,,2025-01-02 22:04:29,5129.63,22,3,0,1,1,5129.63,0.0,0,0,0,0,-1.0,0,7,3,2,True,False,False,True,False,False,False,train
TXN006471,CUST00612,,2025-01-02 23:24:41,11582.41,23,3,0,1,1,11582.41,0.0,0,0,0,0,-1.0,0,4,7,1,False,True,False,False,True,False,False,train
TXN001830,CUST00168,,2025-01-03 00:05:18,5119.83,0,4,0,1,1,5119.83,0.0,0,0,0,0,-1.0,0,2,5,1,False,False,True,False,False,True,False,train
TXN012397,CUST01155,RING001,2025-01-03 01:08:49,10922.97,1,4,0,1,1,10922.97,0.0,0,0,0,0,-1.0,0,9,9,2,False,True,False,False,True,False,True,train
TXN007563,CUST00709,,2025-01-03 02:50:24,5623.17,2,4,0,1,1,5623.17,0.0,0,0,0,0,-1.0,0,2,3,1,False,False,True,False,True,False,False,train
TXN008869,CUST00833,,2025-01-03 03:26:52,7910.01,3,4,0,1,1,7910.01,0.0,0,0,0,0,-1.0,0,6,3,1,False,True,False,False,True,False,False,train
TXN009242,CUST00865,,2025-01-03 04:46:53,9049.67,4,4,0,1,1,9049.67,0.0,0,0,0,0,-1.0,0,3,2,1,False,False,True,False,True,False,False,train
TXN016667,CUST01546,,2025-01-03 05:24:17,6174.67,5,4,0,1,1,6174.67,0.0,0,0,0,0,-1.0,0,5,2,2,False,False,True,False,False,True,False,train
TXN007464,CUST00698,,2025-01-03 05:26:46,4646.62,5,4,0,1,1,4646.62,0.0,0,0,0,0,-1.0,0,7,3,1,True,False,False,False,True,False,False,train
TXN019416,CUST01803,,2025-01-03 07:11:09,6087.05,7,4,0,1,1,6087.05,0.0,0,0,1,0,50.0,0,4,4,1,False,True,False,False,False,True,False,train
TXN012270,CUST01145,RING003,2025-01-03 07:40:21,11809.47,7,4,0,0,1,11809.47,0.0,0,0,0,0,-1.0,0,23,16,1,False,True,False,False,True,False,True,train
TXN007598,CUST00712,,2025-01-03 07:54:21,3125.3,7,4,0,0,2,14487.08,-11361.779999999999,0,0,0,0,-1.0,0,7,5,1,False,False,True,False,True,False,False,train
TXN017745,CUST01642,,2025-01-03 08:13:22,11093.66,8,4,0,1,1,11093.66,0.0,0,0,0,0,-1.0,0,5,1,1,False,True,False,False,True,False,False,train
TXN000806,CUST00075,,2025-01-03 08:18:30,1093.97,8,4,0,1,1,1093.97,0.0,0,0,1,0,100.0,0,3,5,1,False,False,True,False,True,False,False,train
TXN000387,CUST00037,,2025-01-03 08:21:36,3562.97,8,4,0,0,2,11074.74,-7511.77,0,0,0,0,-1.0,0,4,4,1,False,True,False,True,False,False,False,train
TXN001722,CUST00159,,2025-01-03 09:47:44,895.04,9,4,0,1,1,895.04,0.0,0,0,0,0,-1.0,0,3,7,1,False,False,True,False,True,False,False,train
TXN015016,CUST01403,,2025-01-03 10:13:51,9111.49,10,4,0,0,1,9111.49,0.0,0,0,0,0,-1.0,0,5,5,2,False,False,True,False,True,False,False,train
TXN011044,CUST01031,RING006,2025-01-03 10:56:46,1719.7,10,4,0,1,1,1719.7,0.0,0,0,1,0,500.0,0,14,15,1,False,True,False,False,True,False,True,train
TXN013216,CUST01233,,2025-01-03 11:08:51,9653.46,11,4,0,1,1,9653.46,0.0,0,0,0,0,-1.0,0,3,2,1,False,True,False,False,False,True,False,train
TXN019663,CUST01826,,2025-01-03 12:00:31,11833.46,12,4,0,1,1,11833.46,0.0,0,0,0,0,-1.0,0,5,4,1,False,False,True,False,True,False,False,train
TXN010032,CUST00934,RING005,2025-01-03 12:34:54,11457.8,12,4,0,1,1,11457.8,0.0,0,0,0,0,-1.0,0,22,21,1,False,False,True,False,False,True,True,train
TXN015790,CUST01472,,2025-01-03 13:12:48,10369.55,13,4,0,1,1,10369.55,0.0,0,0,0,0,-1.0,0,6,2,2,False,False,True,True,False,False,False,train
TXN015023,CUST01403,,2025-01-03 13:59:51,12069.23,13,4,0,0,2,9111.49,2957.74,0,0,0,0,-1.0,0,5,3,2,False,False,True,False,True,False,False,train
TXN001548,CUST00143,,2025-01-03 14:28:06,12754.93,14,4,0,1,1,12754.93,0.0,0,0,0,0,-1.0,0,6,4,2,False,False,True,False,True,False,False,train
TXN002520,CUST00236,,2025-01-03 14:33:12,6276.92,14,4,0,1,1,6276.92,0.0,0,0,0,0,-1.0,0,2,5,2,False,False,True,False,True,False,False,train
TXN015238,CUST01423,,2025-01-03 15:49:59,12670.0,15,4,0,1,1,12670.0,0.0,0,0,0,0,-1.0,0,4,4,1,True,False,False,False,True,False,False,train
TXN021139,CUST01958,,2025-01-03 16:25:34,1981.4,16,4,0,1,1,1981.4,0.0,0,0,0,0,-1.0,0,4,5,1,False,True,False,False,True,False,False,train
TXN002107,CUST00196,,2025-01-03 17:28:20,8556.89,17,4,0,0,1,8556.89,0.0,0,0,0,0,-1.0,0,1,3,2,False,True,False,False,True,False,False,train
TXN014000,CUST01314,,2025-01-03 18:25:21,2067.13,18,4,0,0,1,2067.13,0.0,0,0,0,0,-1.0,0,4,2,1,False,True,False,False,True,False,False,train
TXN002149,CUST00199,,2025-01-03 18:36:07,1413.43,18,4,0,1,1,1413.43,0.0,0,0,0,0,-1.0,0,5,6,1,True,False,False,False,False,True,False,train
TXN006020,CUST00570,,2025-01-03 18:41:42,3275.34,18,4,0,1,1,3275.34,0.0,0,0,1,0,200.0,0,1,4,2,False,True,False,False,True,False,False,train
TXN018282,CUST01699,,2025-01-03 18:55:11,7457.01,18,4,0,0,1,7457.01,0.0,0,0,0,0,-1.0,0,8,3,2,True,False,False,False,True,False,False,train
TXN009168,CUST00858,,2025-01-03 19:01:59,2263.0,19,4,0,1,1,2263.0,0.0,0,0,0,0,-1.0,0,4,6,1,False,False,True,False,False,True,False,train
TXN011965,CUST01115,,2025-01-03 19:20:57,2495.24,19,4,0,1,1,2495.24,0.0,0,0,0,0,-1.0,0,3,3,1,False,True,False,False,True,False,False,train
TXN018810,CUST01748,,2025-01-03 19:22:49,6886.07,19,4,0,1,2,11271.81,-4385.74,0,0,0,0,-1.0,0,4,6,1,True,False,False,True,False,False,False,train
TXN014134,CUST01325,,2025-01-03 19:57:18,5600.28,19,4,0,1,1,5600.28,0.0,0,0,0,0,-1.0,0,7,4,1,True,False,False,False,True,False,False,train
TXN003912,CUST00375,RING001,2025-01-03 20:25:22,5080.31,20,4,0,1,1,5080.31,0.0,0,0,0,0,-1.0,0,11,11,1,False,True,False,False,True,False,True,train
TXN013169,CUST01227,,2025-01-03 22:04:02,14860.08,22,4,0,1,1,14860.08,0.0,0,0,0,0,-1.0,0,1,6,1,False,False,True,False,True,False,False,train
TXN007524,CUST00704,,2025-01-03 23:22:50,2307.6,23,4,0,1,1,2307.6,0.0,0,0,0,0,-1.0,0,9,17,1,False,False,True,False,True,False,False,train
TXN007774,CUST00728,RING003,2025-01-04 00:05:40,8160.66,0,5,0,1,1,8160.66,0.0,0,0,1,0,200.0,0,21,16,2,True,False,False,False,True,False,True,train
TXN019786,CUST01837,,2025-01-04 01:03:45,10367.31,1,5,0,1,1,10367.31,0.0,0,0,0,0,-1.0,0,7,2,2,True,False,False,False,True,False,False,train
TXN007021,CUST00659,,2025-01-04 01:07:46,11685.33,1,5,0,1,2,2458.64,9226.69,0,0,0,0,-1.0,0,6,3,1,True,False,False,False,False,True,False,train
TXN004441,CUST00423,,2025-01-04 01:25:03,2662.92,1,5,0,0,1,2662.92,0.0,0,0,0,0,-1.0,0,5,3,1,False,True,False,False,True,False,False,train
TXN016639,CUST01544,,2025-01-04 02:14:57,14112.13,2,5,0,1,1,14112.13,0.0,0,0,0,0,-1.0,0,4,6,2,True,False,False,False,True,False,False,train
TXN011987,CUST01116,,2025-01-04 02:57:31,1642.74,2,5,0,1,1,1642.74,0.0,0,0,0,0,-1.0,0,1,7,2,False,False,True,False,True,False,False,train
TXN021465,CUST01986,,2025-01-04 03:11:35,11820.66,3,5,0,0,1,11820.66,0.0,0,0,0,0,-1.0,0,5,5,1,True,False,False,False,False,True,False,train
TXN012153,CUST01132,,2025-01-04 04:17:14,11480.84,4,5,0,1,1,11480.84,0.0,0,0,1,0,100.0,0,4,2,2,False,True,False,False,True,False,False,train
TXN017346,CUST01605,,2025-01-04 04:27:55,13833.54,4,5,0,1,1,13833.54,0.0,0,0,0,0,-1.0,0,8,3,2,False,True,False,True,False,False,False,train
TXN004775,CUST00452,,2025-01-04 04:44:48,11034.45,4,5,0,1,1,11034.45,0.0,0,0,1,1,500.0,0,5,1,1,True,False,False,False,False,True,False,train
TXN003481,CUST00334,,2025-01-04 04:49:33,6683.13,4,5,0,1,1,6683.13,0.0,0,0,0,0,-1.0,0,8,5,2,True,False,False,False,True,False,False,train
TXN010695,CUST00995,,2025-01-04 05:56:30,4572.88,5,5,0,1,1,4572.88,0.0,0,0,0,0,-1.0,0,4,3,2,False,True,False,False,True,False,False,train
TXN016162,CUST01506,,2025-01-04 06:34:33,2406.24,6,5,0,1,1,2406.24,0.0,0,0,0,0,-1.0,0,3,4,2,False,False,True,False,True,False,False,train
TXN006184,CUST00583,,2025-01-04 06:35:08,3788.77,6,5,0,1,1,3788.77,0.0,0,0,0,0,-1.0,0,5,2,1,True,False,False,False,True,False,False,train
TXN015217,CUST01421,,2025-01-04 06:36:05,13063.81,6,5,0,1,1,13063.81,0.0,0,0,0,0,-1.0,0,2,2,1,True,False,False,False,True,False,False,train
TXN008896,CUST00836,,2025-01-04 07:12:31,5543.18,7,5,0,1,1,5543.18,0.0,0,0,0,0,-1.0,0,3,3,2,False,False,True,False,True,False,False,train
TXN020891,CUST01933,,2025-01-04 07:43:36,2400.28,7,5,0,1,1,2400.28,0.0,0,0,0,0,-1.0,0,4,4,1,True,False,False,False,True,False,False,train
TXN019606,CUST01821,,2025-01-04 07:47:58,12896.65,7,5,0,1,1,12896.65,0.0,0,0,0,0,-1.0,0,6,4,1,True,False,False,False,True,False,False,train
TXN018507,CUST01721,,2025-01-04 07:50:48,3620.85,7,5,0,1,1,3620.85,0.0,0,0,0,0,-1.0,0,3,5,2,True,False,False,False,True,False,False,train
TXN008512,CUST00797,,2025-01-04 10:06:50,5822.9,10,5,0,1,1,5822.9,0.0,0,0,0,0,-1.0,0,7,4,1,False,True,False,True,False,False,False,train
TXN014292,CUST01340,,2025-01-04 10:10:44,12679.93,10,5,0,1,1,12679.93,0.0,0,0,0,0,-1.0,0,3,4,2,False,True,False,False,True,False,False,train
TXN004655,CUST00443,,2025-01-04 10:43:38,12609.2,10,5,0,1,1,12609.2,0.0,0,0,0,0,-1.0,0,4,4,2,False,False,True,False,True,False,False,train
TXN005091,CUST00480,,2025-01-04 10:56:38,5571.81,10,5,0,1,1,5571.81,0.0,0,0,0,0,-1.0,0,6,3,1,False,True,False,False,True,False,False,train
TXN008082,CUST00755,,2025-01-04 11:01:10,14865.88,11,5,0,1,1,14865.88,0.0,0,0,0,0,-1.0,0,2,4,2,False,True,False,False,True,False,False,train
TXN019380,CUST01800,,2025-01-04 11:27:41,12803.02,11,5,0,1,1,12803.02,0.0,0,0,0,0,-1.0,0,4,3,2,False,True,False,False,True,False,False,train
TXN005705,CUST00538,,2025-01-04 11:35:19,14084.92,11,5,0,1,1,14084.92,0.0,0,0,1,0,500.0,0,2,8,1,False,False,True,False,True,False,False,train
TXN019460,CUST01806,,2025-01-04 12:30:50,2488.15,12,5,0,1,1,2488.15,0.0,0,0,0,0,-1.0,0,4,5,1,False,False,True,False,True,False,False,train
TXN002044,CUST00188,,2025-01-04 13:05:24,10338.48,13,5,0,1,1,10338.48,0.0,0,0,0,0,-1.0,0,4,11,1,False,True,False,True,False,False,False,train
TXN018076,CUST01677,,2025-01-04 13:17:57,11323.29,13,5,0,1,1,11323.29,0.0,0,0,0,0,-1.0,0,5,1,1,True,False,False,False,True,False,False,train
TXN007733,CUST00725,,2025-01-04 13:25:45,6575.83,13,5,0,1,1,6575.83,0.0,0,0,0,0,-1.0,0,4,4,1,False,False,True,False,False,True,False,train
TXN007658,CUST00717,,2025-01-04 14:18:51,1694.28,14,5,0,0,1,1694.28,0.0,0,0,0,0,-1.0,0,2,5,1,True,False,False,True,False,False,False,train
TXN019960,CUST01850,,2025-01-04 14:40:00,2296.72,14,5,0,1,1,2296.72,0.0,0,0,0,0,-1.0,0,1,4,1,False,False,True,False,True,False,False,train
TXN011617,CUST01083,,2025-01-04 14:45:09,7344.53,14,5,0,1,1,7344.53,0.0,0,0,0,0,-1.0,0,10,8,2,True,False,False,False,True,False,False,train
TXN011487,CUST01073,,2025-01-04 15:07:34,13987.89,15,5,0,1,1,13987.89,0.0,0,0,0,0,-1.0,0,4,6,1,False,False,True,True,False,False,False,train
TXN005290,CUST00499,,2025-01-04 15:25:16,8423.39,15,5,0,1,1,8423.39,0.0,0,0,0,0,-1.0,0,3,3,1,False,False,True,False,True,False,False,train
TXN018429,CUST01713,,2025-01-04 15:30:31,12553.89,15,5,0,1,1,12553.89,0.0,0,0,0,0,-1.0,0,7,5,1,False,False,True,False,True,False,False,train
TXN004621,CUST00441,,2025-01-04 15:33:40,14294.54,15,5,0,1,1,14294.54,0.0,0,0,0,0,-1.0,0,3,6,2,False,True,False,False,False,True,False,train
TXN015382,CUST01437,,2025-01-04 15:50:55,14539.09,15,5,0,1,1,14539.09,0.0,0,0,0,0,-1.0,0,3,4,2,True,False,False,False,False,True,False,train
TXN010875,CUST01013,RING008,2025-01-04 16:16:43,12770.2,16,5,0,1,1,12770.2,0.0,0,0,1,0,50.0,0,14,13,1,False,True,False,False,True,False,True,test
TXN013283,CUST01241,,2025-01-04 16:43:35,11445.77,16,5,0,1,1,11445.77,0.0,0,0,0,0,-1.0,0,5,3,1,False,False,True,False,False,True,False,train
