customer_a,customer_b,weight,device_id,ip_id,coupon_id
CUST00009,CUST01247,10,4,3,3
CUST00009,CUST01270,1,1,0,0
CUST00009,CUST01324,10,4,3,3
CUST00009,CUST01357,10,4,3,3
CUST00009,CUST01417,13,4,3,6
CUST00009,CUST01478,2,1,1,0
CUST00009,CUST01737,1,1,0,0
CUST00009,CUST01779,2,1,0,1
CUST00009,CUST01837,1,1,0,0
CUST00009,CUST01847,8,4,3,1
CUST00009,CUST01872,10,4,3,3
CUST00009,CUST01889,9,4,3,2
CUST00009,CUST01893,1,1,0,0
CUST00009,CUST01981,10,4,3,3
CUST00033,CUST00053,1,1,0,0
CUST00033,CUST00096,1,1,0,0
CUST00033,CUST00136,1,1,0,0
CUST00033,CUST00266,1,1,0,0
CUST00033,CUST00274,10,4,3,3
CUST00033,CUST00303,1,1,0,0
CUST00033,CUST00314,1,1,0,0
CUST00033,CUST00504,9,4,3,2
CUST00033,CUST00560,11,4,3,4
CUST00033,CUST00659,10,4,3,3
CUST00033,CUST00673,7,4,3,0
CUST00033,CUST00700,10,4,3,3
CUST00033,CUST00781,1,1,0,0
CUST00033,CUST00802,1,1,0,0
CUST00033,CUST00928,9,4,3,2
CUST00033,CUST00942,11,4,3,4
CUST00033,CUST00976,8,4,3,1
CUST00033,CUST01048,3,2,0,1
CUST00033,CUST01141,1,1,0,0
CUST00033,CUST01228,9,4,3,2
CUST00033,CUST01247,11,4,3,4
CUST00033,CUST01270,1,1,0,0
CUST00033,CUST01324,8,4,3,1
CUST00033,CUST01357,9,4,3,2
CUST00033,CUST01417,12,4,3,5
CUST00033,CUST01478,2,1,1,0
CUST00033,CUST01737,1,1,0,0
CUST00033,CUST01779,3,1,0,2
CUST00033,CUST01837,1,1,0,0
CUST00033,CUST01847,7,4,3,0
CUST00033,CUST01872,8,4,3,1
CUST00033,CUST01889,9,4,3,2
CUST00033,CUST01893,1,1,0,0
CUST00033,CUST01981,10,4,3,3
CUST00053,CUST00096,1,1,0,0
CUST00053,CUST00136,2,1,1,0
CUST00053,CUST00266,3,2,1,0
CUST00053,CUST00274,1,1,0,0
CUST00053,CUST00303,1,1,0,0
CUST00053,CUST00314,3,3,0,0
CUST00053,CUST00504,1,1,0,0
CUST00053,CUST00560,1,1,0,0
CUST00053,CUST00659,1,1,0,0
CUST00053,CUST00673,1,1,0,0
CUST00053,CUST00700,1,1,0,0
CUST00053,CUST00781,1,1,0,0
CUST00053,CUST00802,2,1,1,0
CUST00053,CUST00928,1,1,0,0
CUST00053,CUST00942,1,1,0,0
CUST00053,CUST00976,1,1,0,0
CUST00053,CUST01048,1,1,0,0
CUST00053,CUST01141,1,1,0,0
CUST00053,CUST01228,1,1,0,0
CUST00053,CUST01247,1,1,0,0
CUST00053,CUST01270,1,1,0,0
CUST00053,CUST01324,1,1,0,0
CUST00053,CUST01357,1,1,0,0
CUST00053,CUST01417,1,1,0,0
CUST00053,CUST01478,2,1,1,0
CUST00053,CUST01737,1,1,0,0
CUST00053,CUST01779,1,1,0,0
CUST00053,CUST01837,1,1,0,0
CUST00053,CUST01847,1,1,0,0
CUST00053,CUST01872,1,1,0,0
CUST00053,CUST01889,1,1,0,0
CUST00053,CUST01893,2,1,1,0
CUST00053,CUST01981,1,1,0,0
CUST00096,CUST00136,1,1,0,0
CUST00096,CUST00266,1,1,0,0
CUST00096,CUST00274,1,1,0,0
CUST00096,CUST00303,1,1,0,0
CUST00096,CUST00314,3,1,2,0
CUST00096,CUST00504,1,1,0,0
CUST00096,CUST00560,1,1,0,0
CUST00096,CUST00659,1,1,0,0
CUST00096,CUST00673,1,1,0,0
CUST00096,CUST00700,1,1,0,0
CUST00096,CUST00781,1,1,0,0
CUST00096,CUST00802,2,1,1,0
CUST00096,CUST00928,1,1,0,0
CUST00096,CUST00942,1,1,0,0
CUST00096,CUST00976,1,1,0,0
CUST00096,CUST01048,2,1,1,0
CUST00096,CUST01141,2,1,1,0
CUST00096,CUST01228,1,1,0,0
CUST00096,CUST01247,1,1,0,0
CUST00096,CUST01270,1,1,0,0
CUST00096,CUST01324,1,1,0,0
CUST00096,CUST01357,1,1,0,0
CUST00096,CUST01417,1,1,0,0
CUST00096,CUST01478,2,1,1,0
CUST00096,CUST01737,1,1,0,0
CUST00096,CUST01779,1,1,0,0
CUST00096,CUST01837,1,1,0,0
CUST00096,CUST01847,1,1,0,0
CUST00096,CUST01872,1,1,0,0
CUST00096,CUST01889,1,1,0,0
CUST00096,CUST01893,1,1,0,0
CUST00096,CUST01981,1,1,0,0
CUST00136,CUST00266,1,1,0,0
CUST00136,CUST00274,2,1,0,1
CUST00136,CUST00303,1,1,0,0
CUST00136,CUST00314,1,1,0,0
CUST00136,CUST00504,1,1,0,0
CUST00136,CUST00560,2,1,0,1
CUST00136,CUST00659,1,1,0,0
CUST00136,CUST00673,2,1,0,1
CUST00136,CUST00700,2,1,0,1
CUST00136,CUST00781,1,1,0,0
CUST00136,CUST00802,1,1,0,0
CUST00136,CUST00928,2,1,0,1
CUST00136,CUST00942,1,1,0,0
CUST00136,CUST00976,1,1,0,0
CUST00136,CUST01048,1,1,0,0
CUST00136,CUST01141,1,1,0,0
CUST00136,CUST01228,1,1,0,0
CUST00136,CUST01247,1,1,0,0
CUST00136,CUST01270,1,1,0,0
CUST00136,CUST01324,1,1,0,0
CUST00136,CUST01357,1,1,0,0
CUST00136,CUST01417,1,1,0,0
CUST00136,CUST01478,1,1,0,0
CUST00136,CUST01737,1,1,0,0
CUST00136,CUST01779,1,1,0,0
CUST00136,CUST01837,2,1,1,0
CUST00136,CUST01847,1,1,0,0
CUST00136,CUST01872,2,1,0,1
CUST00136,CUST01889,1,1,0,0
CUST00136,CUST01893,1,1,0,0
CUST00136,CUST01981,1,1,0,0
CUST00266,CUST00274,1,1,0,0
CUST00266,CUST00303,1,1,0,0
CUST00266,CUST00314,1,1,0,0
CUST00266,CUST00504,1,1,0,0
CUST00266,CUST00560,1,1,0,0
CUST00266,CUST00659,1,1,0,0
CUST00266,CUST00673,1,1,0,0
CUST00266,CUST00700,1,1,0,0
CUST00266,CUST00781,2,1,1,0
CUST00266,CUST00802,2,2,0,0
CUST00266,CUST00928,1,1,0,0
CUST00266,CUST00942,1,1,0,0
CUST00266,CUST00976,1,1,0,0
CUST00266,CUST01048,1,1,0,0
CUST00266,CUST01141,1,1,0,0
CUST00266,CUST01228,1,1,0,0
CUST00266,CUST01247,1,1,0,0
CUST00266,CUST01270,1,1,0,0
CUST00266,CUST01324,1,1,0,0
CUST00266,CUST01357,1,1,0,0
CUST00266,CUST01417,1,1,0,0
CUST00266,CUST01478,1,1,0,0
CUST00266,CUST01737,1,1,0,0
CUST00266,CUST01779,1,1,0,0
CUST00266,CUST01837,1,1,0,0
CUST00266,CUST01847,1,1,0,0
CUST00266,CUST01872,1,1,0,0
CUST00266,CUST01889,1,1,0,0
CUST00266,CUST01893,1,1,0,0
CUST00266,CUST01981,1,1,0,0
CUST00274,CUST00303,1,1,0,0
CUST00274,CUST00314,2,1,0,1
CUST00274,CUST00504,10,4,3,3
CUST00274,CUST00560,9,4,3,2
CUST00274,CUST00659,7,4,3,0
CUST00274,CUST00673,9,4,3,2
CUST00274,CUST00700,11,4,3,4
CUST00274,CUST00781,1,1,0,0
CUST00274,CUST00802,1,1,0,0
CUST00274,CUST00928,11,4,3,4
CUST00274,CUST00942,10,4,3,3
CUST00274,CUST00976,12,4,3,5
CUST00274,CUST01048,3,2,0,1
CUST00274,CUST01141,1,1,0,0
CUST00274,CUST01228,9,4,3,2
CUST00274,CUST01247,11,4,3,4
CUST00274,CUST01270,1,1,0,0
CUST00274,CUST01324,9,4,3,2
CUST00274,CUST01357,11,4,3,4
CUST00274,CUST01417,12,4,3,5
CUST00274,CUST01478,2,1,1,0
CUST00274,CUST01737,1,1,0,0
CUST00274,CUST01779,2,1,0,1
CUST00274,CUST01837,1,1,0,0
CUST00274,CUST01847,8,4,3,1
CUST00274,CUST01872,11,4,3,4
CUST00274,CUST01889,9,4,3,2
CUST00274,CUST01893,1,1,0,0
CUST00274,CUST01981,10,4,3,3
CUST00303,CUST00314,3,2,1,0
CUST00303,CUST00504,2,1,0,1
CUST00303,CUST00560,1,1,0,0
CUST00303,CUST00659,1,1,0,0
CUST00303,CUST00673,2,1,0,1
CUST00303,CUST00700,1,1,0,0
CUST00303,CUST00781,1,1,0,0
CUST00303,CUST00802,1,1,0,0
CUST00303,CUST00928,1,1,0,0
CUST00303,CUST00942,1,1,0,0
CUST00303,CUST00976,1,1,0,0
CUST00303,CUST01048,1,1,0,0
CUST00303,CUST01141,1,1,0,0
CUST00303,CUST01228,1,1,0,0
CUST00303,CUST01247,2,1,0,1
CUST00303,CUST01270,1,1,0,0
CUST00303,CUST01324,2,1,0,1
CUST00303,CUST01357,1,1,0,0
CUST00303,CUST01417,1,1,0,0
CUST00303,CUST01478,2,1,1,0
CUST00303,CUST01737,1,1,0,0
CUST00303,CUST01779,1,1,0,0
CUST00303,CUST01837,2,1,1,0
CUST00303,CUST01847,1,1,0,0
CUST00303,CUST01872,1,1,0,0
CUST00303,CUST01889,1,1,0,0
CUST00303,CUST01893,1,1,0,0
CUST00303,CUST01981,1,1,0,0
CUST00314,CUST00504,2,1,0,1
CUST00314,CUST00560,2,1,0,1
CUST00314,CUST00659,1,1,0,0
CUST00314,CUST00673,1,1,0,0
CUST00314,CUST00700,1,1,0,0
CUST00314,CUST00781,4,2,2,0
CUST00314,CUST00802,2,1,1,0
CUST00314,CUST00928,1,1,0,0
CUST00314,CUST00942,1,1,0,0
CUST00314,CUST00976,2,1,0,1
CUST00314,CUST01048,1,1,0,0
CUST00314,CUST01141,1,1,0,0
CUST00314,CUST01228,1,1,0,0
CUST00314,CUST01247,1,1,0,0
CUST00314,CUST01270,1,1,0,0
CUST00314,CUST01324,2,1,0,1
CUST00314,CUST01357,1,1,0,0
CUST00314,CUST01417,1,1,0,0
CUST00314,CUST01478,1,1,0,0
CUST00314,CUST01737,2,1,1,0
CUST00314,CUST01779,1,1,0,0
CUST00314,CUST01837,2,2,0,0
CUST00314,CUST01847,1,1,0,0
CUST00314,CUST01872,1,1,0,0
CUST00314,CUST01889,1,1,0,0
CUST00314,CUST01893,1,1,0,0
CUST00314,CUST01981,1,1,0,0
CUST00504,CUST00560,10,4,3,3
CUST00504,CUST00659,9,4,3,2
CUST00504,CUST00673,9,4,3,2
CUST00504,CUST00700,9,4,3,2
CUST00504,CUST00781,1,1,0,0
CUST00504,CUST00802,1,1,0,0
CUST00504,CUST00928,9,4,3,2
CUST00504,CUST00942,9,4,3,2
CUST00504,CUST00976,9,4,3,2
CUST00504,CUST01048,2,2,0,0
CUST00504,CUST01141,1,1,0,0
CUST00504,CUST01228,9,4,3,2
CUST00504,CUST01247,8,4,3,1
CUST00504,CUST01270,1,1,0,0
CUST00504,CUST01324,10,4,3,3
CUST00504,CUST01357,11,4,3,4
CUST00504,CUST01417,9,4,3,2
CUST00504,CUST01478,2,1,1,0
CUST00504,CUST01737,2,1,0,1
CUST00504,CUST01779,2,1,0,1
CUST00504,CUST01837,1,1,0,0
CUST00504,CUST01847,9,4,3,2
CUST00504,CUST01872,8,4,3,1
CUST00504,CUST01889,9,4,3,2
CUST00504,CUST01893,1,1,0,0
CUST00504,CUST01981,10,4,3,3
CUST00560,CUST00659,9,4,3,2
CUST00560,CUST00673,10,4,3,3
CUST00560,CUST00700,10,4,3,3
CUST00560,CUST00781,1,1,0,0
CUST00560,CUST00802,1,1,0,0
CUST00560,CUST00928,9,4,3,2
CUST00560,CUST00942,8,4,3,1
CUST00560,CUST00976,9,4,3,2
CUST00560,CUST01048,2,2,0,0
CUST00560,CUST01141,1,1,0,0
CUST00560,CUST01228,9,4,3,2
CUST00560,CUST01247,8,4,3,1
CUST00560,CUST01270,1,1,0,0
CUST00560,CUST01324,8,4,3,1
CUST00560,CUST01357,9,4,3,2
CUST00560,CUST01417,10,4,3,3
CUST00560,CUST01478,2,1,1,0
CUST00560,CUST01737,1,1,0,0
CUST00560,CUST01779,1,1,0,0
CUST00560,CUST01837,1,1,0,0
CUST00560,CUST01847,8,4,3,1
CUST00560,CUST01872,9,4,3,2
CUST00560,CUST01889,7,4,3,0
CUST00560,CUST01893,1,1,0,0
CUST00560,CUST01981,8,4,3,1
CUST00659,CUST00673,8,4,3,1
CUST00659,CUST00700,10,4,3,3
CUST00659,CUST00781,1,1,0,0
CUST00659,CUST00802,1,1,0,0
CUST00659,CUST00928,8,4,3,1
CUST00659,CUST00942,11,4,3,4
CUST00659,CUST00976,8,4,3,1
CUST00659,CUST01048,2,2,0,0
CUST00659,CUST01141,1,1,0,0
CUST00659,CUST01228,10,4,3,3
CUST00659,CUST01247,7,4,3,0
CUST00659,CUST01270,1,1,0,0
CUST00659,CUST01324,9,4,3,2
CUST00659,CUST01357,9,4,3,2
CUST00659,CUST01417,10,4,3,3
CUST00659,CUST01478,2,1,1,0
CUST00659,CUST01737,2,1,0,1
CUST00659,CUST01779,2,1,0,1
CUST00659,CUST01837,1,1,0,0
CUST00659,CUST01847,7,4,3,0
CUST00659,CUST01872,7,4,3,0
CUST00659,CUST01889,9,4,3,2
CUST00659,CUST01893,1,1,0,0
CUST00659,CUST01981,7,4,3,0
CUST00673,CUST00700,8,4,3,1
CUST00673,CUST00781,1,1,0,0
CUST00673,CUST00802,1,1,0,0
CUST00673,CUST00928,9,4,3,2
CUST00673,CUST00942,7,4,3,0
CUST00673,CUST00976,9,4,3,2
CUST00673,CUST01048,2,2,0,0
CUST00673,CUST01141,1,1,0,0
CUST00673,CUST01228,10,4,3,3
CUST00673,CUST01247,9,4,3,2
CUST00673,CUST01270,1,1,0,0
CUST00673,CUST01324,9,4,3,2
CUST00673,CUST01357,8,4,3,1
CUST00673,CUST01417,8,4,3,1
CUST00673,CUST01478,2,1,1,0
CUST00673,CUST01737,1,1,0,0
CUST00673,CUST01779,1,1,0,0
CUST00673,CUST01837,1,1,0,0
CUST00673,CUST01847,8,4,3,1
CUST00673,CUST01872,9,4,3,2
CUST00673,CUST01889,10,4,3,3
CUST00673,CUST01893,1,1,0,0
CUST00673,CUST01981,7,4,3,0
CUST00700,CUST00781,1,1,0,0
CUST00700,CUST00802,1,1,0,0
CUST00700,CUST00928,8,4,3,1
CUST00700,CUST00942,10,4,3,3
CUST00700,CUST00976,9,4,3,2
CUST00700,CUST01048,2,2,0,0
CUST00700,CUST01141,1,1,0,0
CUST00700,CUST01228,10,4,3,3
CUST00700,CUST01247,10,4,3,3
CUST00700,CUST01270,1,1,0,0
CUST00700,CUST01324,9,4,3,2
CUST00700,CUST01357,10,4,3,3
CUST00700,CUST01417,11,4,3,4
CUST00700,CUST01478,2,1,1,0
CUST00700,CUST01737,1,1,0,0
CUST00700,CUST01779,3,1,0,2
CUST00700,CUST01837,2,1,0,1
CUST00700,CUST01847,8,4,3,1
CUST00700,CUST01872,11,4,3,4
CUST00700,CUST01889,8,4,3,1
CUST00700,CUST01893,1,1,0,0
CUST00700,CUST01981,8,4,3,1
CUST00781,CUST00802,1,1,0,0
CUST00781,CUST00928,1,1,0,0
CUST00781,CUST00942,1,1,0,0
CUST00781,CUST00976,1,1,0,0
CUST00781,CUST01048,3,3,0,0
CUST00781,CUST01141,2,1,1,0
CUST00781,CUST01228,1,1,0,0
CUST00781,CUST01247,1,1,0,0
CUST00781,CUST01270,1,1,0,0
CUST00781,CUST01324,1,1,0,0
CUST00781,CUST01357,1,1,0,0
CUST00781,CUST01417,1,1,0,0
CUST00781,CUST01478,1,1,0,0
CUST00781,CUST01737,1,1,0,0
CUST00781,CUST01779,1,1,0,0
CUST00781,CUST01837,2,1,1,0
CUST00781,CUST01847,1,1,0,0
CUST00781,CUST01872,1,1,0,0
CUST00781,CUST01889,1,1,0,0
CUST00781,CUST01893,2,1,1,0
CUST00781,CUST01981,1,1,0,0
CUST00802,CUST00928,1,1,0,0
CUST00802,CUST00942,1,1,0,0
CUST00802,CUST00976,2,1,0,1
CUST00802,CUST01048,1,1,0,0
CUST00802,CUST01141,2,1,1,0
CUST00802,CUST01228,1,1,0,0
CUST00802,CUST01247,2,1,0,1
CUST00802,CUST01270,1,1,0,0
CUST00802,CUST01324,1,1,0,0
CUST00802,CUST01357,2,1,0,1
CUST00802,CUST01417,1,1,0,0
CUST00802,CUST01478,1,1,0,0
CUST00802,CUST01737,1,1,0,0
CUST00802,CUST01779,1,1,0,0
CUST00802,CUST01837,2,2,0,0
CUST00802,CUST01847,1,1,0,0
CUST00802,CUST01872,1,1,0,0
CUST00802,CUST01889,1,1,0,0
CUST00802,CUST01893,1,1,0,0
CUST00802,CUST01981,2,1,0,1
CUST00928,CUST00942,9,4,3,2
CUST00928,CUST00976,8,4,3,1
CUST00928,CUST01048,2,2,0,0
CUST00928,CUST01141,1,1,0,0
CUST00928,CUST01228,9,4,3,2
CUST00928,CUST01247,9,4,3,2
CUST00928,CUST01270,1,1,0,0
CUST00928,CUST01324,8,4,3,1
CUST00928,CUST01357,10,4,3,3
CUST00928,CUST01417,9,4,3,2
CUST00928,CUST01478,2,1,1,0
CUST00928,CUST01737,2,1,0,1
CUST00928,CUST01779,1,1,0,0
CUST00928,CUST01837,1,1,0,0
CUST00928,CUST01847,7,4,3,0
CUST00928,CUST01872,9,4,3,2
CUST00928,CUST01889,8,4,3,1
CUST00928,CUST01893,1,1,0,0
CUST00928,CUST01981,10,4,3,3
CUST00942,CUST00976,9,4,3,2
CUST00942,CUST01048,3,2,0,1
CUST00942,CUST01141,2,1,0,1
CUST00942,CUST01228,10,4,3,3
CUST00942,CUST01247,10,4,3,3
CUST00942,CUST01270,1,1,0,0
CUST00942,CUST01324,9,4,3,2
CUST00942,CUST01357,11,4,3,4
CUST00942,CUST01417,9,4,3,2
CUST00942,CUST01478,2,1,1,0
CUST00942,CUST01737,3,1,0,2
CUST00942,CUST01779,2,1,0,1
CUST00942,CUST01837,1,1,0,0
CUST00942,CUST01847,9,4,3,2
CUST00942,CUST01872,8,4,3,1
CUST00942,CUST01889,10,4,3,3
CUST00942,CUST01893,1,1,0,0
CUST00942,CUST01981,9,4,3,2
CUST00976,CUST01048,2,2,0,0
CUST00976,CUST01141,1,1,0,0
CUST00976,CUST01228,7,4,3,0
CUST00976,CUST01247,10,4,3,3
CUST00976,CUST01270,1,1,0,0
CUST00976,CUST01324,9,4,3,2
CUST00976,CUST01357,11,4,3,4
CUST00976,CUST01417,9,4,3,2
CUST00976,CUST01478,2,1,1,0
CUST00976,CUST01737,1,1,0,0
CUST00976,CUST01779,1,1,0,0
CUST00976,CUST01837,1,1,0,0
CUST00976,CUST01847,7,4,3,0
CUST00976,CUST01872,7,4,3,0
CUST00976,CUST01889,11,4,3,4
CUST00976,CUST01893,1,1,0,0
CUST00976,CUST01981,9,4,3,2
CUST01048,CUST01141,1,1,0,0
CUST01048,CUST01228,2,2,0,0
CUST01048,CUST01247,3,2,0,1
CUST01048,CUST01270,1,1,0,0
CUST01048,CUST01324,3,2,0,1
CUST01048,CUST01357,2,2,0,0
CUST01048,CUST01417,3,2,0,1
CUST01048,CUST01478,2,2,0,0
CUST01048,CUST01737,1,1,0,0
CUST01048,CUST01779,1,1,0,0
CUST01048,CUST01837,2,1,1,0
CUST01048,CUST01847,2,2,0,0
CUST01048,CUST01872,3,2,0,1
CUST01048,CUST01889,2,2,0,0
CUST01048,CUST01893,1,1,0,0
CUST01048,CUST01981,2,2,0,0
CUST01141,CUST01228,1,1,0,0
CUST01141,CUST01247,1,1,0,0
CUST01141,CUST01270,1,1,0,0
CUST01141,CUST01324,1,1,0,0
CUST01141,CUST01357,1,1,0,0
CUST01141,CUST01417,1,1,0,0
CUST01141,CUST01478,1,1,0,0
CUST01141,CUST01737,1,1,0,0
CUST01141,CUST01779,1,1,0,0
CUST01141,CUST01837,1,1,0,0
CUST01141,CUST01847,2,1,0,1
CUST01141,CUST01872,1,1,0,0
CUST01141,CUST01889,2,1,0,1
CUST01141,CUST01893,1,1,0,0
CUST01141,CUST01981,1,1,0,0
CUST01228,CUST01247,10,4,3,3
CUST01228,CUST01270,1,1,0,0
CUST01228,CUST01324,9,4,3,2
CUST01228,CUST01357,10,4,3,3
CUST01228,CUST01417,10,4,3,3
CUST01228,CUST01478,2,1,1,0
CUST01228,CUST01737,2,1,0,1
CUST01228,CUST01779,1,1,0,0
CUST01228,CUST01837,2,1,0,1
CUST01228,CUST01847,11,4,3,4
CUST01228,CUST01872,10,4,3,3
CUST01228,CUST01889,11,4,3,4
CUST01228,CUST01893,1,1,0,0
CUST01228,CUST01981,9,4,3,2
CUST01247,CUST01270,1,1,0,0
CUST01247,CUST01324,11,4,3,4
CUST01247,CUST01357,11,4,3,4
CUST01247,CUST01417,11,4,3,4
CUST01247,CUST01478,2,1,1,0
CUST01247,CUST01737,2,1,0,1
CUST01247,CUST01779,2,1,0,1
CUST01247,CUST01837,2,1,0,1
CUST01247,CUST01847,8,4,3,1
CUST01247,CUST01872,9,4,3,2
CUST01247,CUST01889,10,4,3,3
CUST01247,CUST01893,1,1,0,0
CUST01247,CUST01981,10,4,3,3
CUST01270,CUST01324,1,1,0,0
CUST01270,CUST01357,1,1,0,0
CUST01270,CUST01417,1,1,0,0
CUST01270,CUST01478,1,1,0,0
CUST01270,CUST01737,1,1,0,0
CUST01270,CUST01779,1,1,0,0
CUST01270,CUST01837,1,1,0,0
CUST01270,CUST01847,1,1,0,0
CUST01270,CUST01872,1,1,0,0
CUST01270,CUST01889,1,1,0,0
CUST01270,CUST01893,1,1,0,0
CUST01270,CUST01981,1,1,0,0
CUST01324,CUST01357,9,4,3,2
CUST01324,CUST01417,9,4,3,2
CUST01324,CUST01478,2,1,1,0
CUST01324,CUST01737,2,1,0,1
CUST01324,CUST01779,1,1,0,0
CUST01324,CUST01837,2,1,0,1
CUST01324,CUST01847,8,4,3,1
CUST01324,CUST01872,9,4,3,2
CUST01324,CUST01889,9,4,3,2
CUST01324,CUST01893,1,1,0,0
CUST01324,CUST01981,7,4,3,0
CUST01357,CUST01417,11,4,3,4
CUST01357,CUST01478,2,1,1,0
CUST01357,CUST01737,2,1,0,1
CUST01357,CUST01779,2,1,0,1
CUST01357,CUST01837,1,1,0,0
CUST01357,CUST01847,9,4,3,2
CUST01357,CUST01872,8,4,3,1
CUST01357,CUST01889,9,4,3,2
CUST01357,CUST01893,1,1,0,0
CUST01357,CUST01981,9,4,3,2
CUST01417,CUST01478,2,1,1,0
CUST01417,CUST01737,1,1,0,0
CUST01417,CUST01779,2,1,0,1
CUST01417,CUST01837,1,1,0,0
CUST01417,CUST01847,8,4,3,1
CUST01417,CUST01872,12,4,3,5
CUST01417,CUST01889,9,4,3,2
CUST01417,CUST01893,1,1,0,0
CUST01417,CUST01981,10,4,3,3
CUST01478,CUST01737,1,1,0,0
CUST01478,CUST01779,1,1,0,0
CUST01478,CUST01837,1,1,0,0
CUST01478,CUST01847,2,1,1,0
CUST01478,CUST01872,2,1,1,0
CUST01478,CUST01889,2,1,1,0
CUST01478,CUST01893,3,2,1,0
CUST01478,CUST01981,2,1,1,0
CUST01737,CUST01779,2,1,1,0
CUST01737,CUST01837,1,1,0,0
CUST01737,CUST01847,1,1,0,0
CUST01737,CUST01872,1,1,0,0
CUST01737,CUST01889,1,1,0,0
CUST01737,CUST01893,1,1,0,0
CUST01737,CUST01981,1,1,0,0
CUST01779,CUST01837,1,1,0,0
CUST01779,CUST01847,1,1,0,0
CUST01779,CUST01872,1,1,0,0
CUST01779,CUST01889,1,1,0,0
CUST01779,CUST01893,1,1,0,0
CUST01779,CUST01981,1,1,0,0
CUST01837,CUST01847,2,1,0,1
CUST01837,CUST01872,2,1,0,1
CUST01837,CUST01889,2,1,0,1
CUST01837,CUST01893,1,1,0,0
CUST01837,CUST01981,1,1,0,0
CUST01847,CUST01872,9,4,3,2
CUST01847,CUST01889,10,4,3,3
CUST01847,CUST01893,1,1,0,0
CUST01847,CUST01981,8,4,3,1
CUST01872,CUST01889,9,4,3,2
CUST01872,CUST01893,1,1,0,0
CUST01872,CUST01981,8,4,3,1
CUST01889,CUST01893,1,1,0,0
CUST01889,CUST01981,10,4,3,3
CUST01893,CUST01981,1,1,0,0
CUST00019,CUST00101,1,1,0,0
CUST00019,CUST00263,2,2,0,0
CUST00019,CUST00364,1,1,0,0
CUST00019,CUST00379,1,1,0,0
CUST00019,CUST00562,1,1,0,0
CUST00019,CUST00640,1,1,0,0
CUST00019,CUST00679,1,1,0,0
CUST00019,CUST00698,1,1,0,0
CUST00019,CUST00707,1,1,0,0
CUST00019,CUST00715,1,1,0,0
CUST00019,CUST01127,1,1,0,0
CUST00019,CUST01128,2,2,0,0
CUST00019,CUST01223,1,1,0,0
CUST00019,CUST01479,2,2,0,0
CUST00019,CUST01482,1,1,0,0
CUST00019,CUST01561,1,1,0,0
CUST00019,CUST01668,3,1,1,1
CUST00019,CUST01690,1,1,0,0
CUST00019,CUST01751,2,1,1,0
CUST00019,CUST01904,1,1,0,0
CUST00019,CUST01974,1,1,0,0
CUST00101,CUST00263,1,1,0,0
CUST00101,CUST00364,2,2,0,0
CUST00101,CUST00379,2,1,1,0
CUST00101,CUST00562,1,1,0,0
CUST00101,CUST00640,2,1,1,0
CUST00101,CUST00679,1,1,0,0
CUST00101,CUST00698,1,1,0,0
CUST00101,CUST00707,2,1,1,0
CUST00101,CUST00715,1,1,0,0
CUST00101,CUST01127,1,1,0,0
