customer_id,cluster_id,cluster_size
CUST00956,3,34
CUST01314,3,34
CUST01803,3,34
CUST00400,3,34
CUST01886,3,34
CUST00182,3,34
CUST01971,3,34
CUST01564,3,34
CUST00433,3,34
CUST01211,3,34
CUST00221,3,34
CUST01250,3,34
CUST00022,3,34
CUST01292,3,34
CUST00582,3,34
CUST01943,3,34
CUST01016,3,34
CUST00412,3,34
CUST01822,4,34
CUST00342,4,34
CUST00329,4,34
CUST01469,4,34
CUST00755,4,34
CUST01321,4,34
CUST00105,4,34
CUST00346,4,34
CUST00634,4,34
CUST01795,4,34
CUST00686,4,34
CUST01296,4,34
CUST01068,4,34
CUST00362,4,34
CUST00799,4,34
CUST00425,4,34
CUST01876,4,34
CUST01646,4,34
CUST00380,4,34
CUST00839,4,34
CUST00319,4,34
CUST01199,4,34
CUST01415,4,34
CUST01683,4,34
CUST01565,4,34
CUST00331,4,34
CUST00821,4,34
CUST00768,4,34
CUST00679,4,34
CUST01775,4,34
CUST00364,4,34
CUST00861,4,34
CUST00043,4,34
CUST00169,4,34
CUST01829,5,34
CUST00949,5,34
CUST01809,5,34
CUST01944,5,34
CUST01609,5,34
CUST01174,5,34
CUST00707,5,34
CUST00574,5,34
CUST00418,5,34
CUST01159,5,34
CUST00341,5,34
CUST01636,5,34
CUST01977,5,34
CUST01015,5,34
CUST01779,5,34
CUST01247,5,34
CUST00872,5,34
CUST01193,5,34
CUST00749,5,34
CUST00292,5,34
CUST01099,5,34
CUST01915,5,34
CUST00198,5,34
CUST01459,5,34
CUST00844,5,34
CUST01001,5,34
CUST01580,5,34
CUST00147,5,34
CUST01154,5,34
CUST00263,5,34
CUST00541,5,34
CUST00190,5,34
CUST01263,5,34
CUST00812,5,34
CUST00968,6,33
CUST00808,6,33
CUST00626,6,33
CUST00088,6,33
CUST00039,6,33
CUST01525,6,33
CUST01065,6,33
CUST01734,6,33
CUST01122,6,33
CUST01751,6,33
CUST00485,6,33
CUST01168,6,33
CUST01303,6,33
CUST01678,6,33
CUST01929,6,33
CUST01717,6,33
CUST00339,6,33
CUST01460,6,33
CUST00299,6,33
CUST00941,6,33
CUST00134,6,33
CUST01412,6,33
CUST01240,6,33
CUST00228,6,33
CUST01343,6,33
CUST01051,6,33
CUST01366,6,33
CUST01178,6,33
CUST01739,6,33
CUST00720,6,33
CUST00589,6,33
CUST00332,6,33
CUST00673,6,33
CUST00753,7,33
CUST00389,7,33
CUST01091,7,33
CUST01941,7,33
CUST00096,7,33
CUST01568,7,33
CUST00858,7,33
CUST00095,7,33
CUST00779,7,33
CUST00533,7,33
CUST00174,7,33
CUST01813,7,33
CUST00765,7,33
CUST01361,7,33
CUST00721,7,33
CUST01420,7,33
CUST00888,7,33
CUST00285,7,33
CUST00637,7,33
CUST01961,7,33
CUST01276,7,33
CUST00225,7,33
CUST01207,7,33
CUST01497,7,33
CUST00176,7,33
CUST01982,7,33
CUST01379,7,33
CUST00514,7,33
CUST01425,7,33
CUST01879,7,33
CUST01973,7,33
CUST01666,7,33
CUST01059,7,33
CUST01377,8,32
CUST01027,8,32
CUST00183,8,32
CUST01950,8,32
CUST00118,8,32
CUST01534,8,32
CUST01805,8,32
CUST00173,8,32
CUST01322,8,32
CUST00036,8,32
CUST00678,8,32
CUST01338,8,32
CUST01111,8,32
CUST00423,8,32
CUST00538,8,32
CUST01889,8,32
CUST01825,8,32
CUST01855,8,32
CUST00677,8,32
CUST00991,8,32
CUST01332,8,32
CUST01161,8,32
CUST01626,8,32
CUST00393,8,32
CUST00605,8,32
CUST00002,8,32
CUST01002,8,32
CUST00951,8,32
CUST00989,8,32
CUST01798,8,32
CUST01098,8,32
CUST00056,8,32
CUST01519,9,32
CUST00154,9,32
CUST00480,9,32
CUST01212,9,32
CUST01930,9,32
CUST00717,9,32
CUST00124,9,32
CUST01180,9,32
CUST01198,9,32
CUST00107,9,32
CUST01036,9,32
CUST01028,9,32
CUST00876,9,32
CUST01115,9,32
CUST00142,9,32
CUST01791,9,32
CUST00662,9,32
CUST00440,9,32
CUST00419,9,32
CUST00186,9,32
CUST01416,9,32
CUST01273,9,32
CUST00075,9,32
CUST01874,9,32
CUST01794,9,32
CUST01812,9,32
CUST00478,9,32
CUST00129,9,32
CUST01183,9,32
CUST01531,9,32
CUST01479,9,32
CUST00891,9,32
CUST00893,10,30
CUST01959,10,30
CUST00374,10,30
CUST01450,10,30
CUST00413,10,30
CUST01125,10,30
CUST01972,10,30
CUST01923,10,30
CUST01441,10,30
CUST01487,10,30
CUST01864,10,30
CUST00476,10,30
CUST01093,10,30
CUST01607,10,30
CUST00436,10,30
CUST00388,10,30
CUST01677,10,30
CUST01316,10,30
CUST00791,10,30
CUST00554,10,30
CUST00059,10,30
CUST01424,10,30
CUST00535,10,30
CUST01474,10,30
CUST01618,10,30
CUST00793,10,30
CUST01426,10,30
CUST01659,10,30
CUST01582,10,30
CUST01499,10,30
CUST01680,11,29
CUST01399,11,29
CUST01811,11,29
CUST00432,11,29
CUST01169,11,29
CUST00327,11,29
CUST01832,11,29
CUST00146,11,29
CUST00543,11,29
CUST01202,11,29
CUST00639,11,29
CUST01256,11,29
CUST00754,11,29
CUST01364,11,29
CUST01334,11,29
CUST00355,11,29
CUST00518,11,29
CUST01790,11,29
CUST00203,11,29
CUST01999,11,29
CUST01907,11,29
CUST00877,11,29
CUST01854,11,29
CUST01359,11,29
CUST00912,11,29
CUST01890,11,29
CUST00211,11,29
CUST01756,11,29
CUST00906,11,29
CUST01505,12,26
CUST00438,12,26
CUST00726,12,26
CUST01341,12,26
CUST00469,12,26
CUST01194,12,26
CUST00539,12,26
CUST01243,12,26
CUST01956,12,26
CUST01709,12,26
CUST00502,12,26
CUST00932,12,26
CUST01705,12,26
CUST01239,12,26
CUST00367,12,26
CUST00948,12,26
CUST01820,12,26
CUST01888,12,26
CUST01737,12,26
CUST00509,12,26
CUST01265,12,26
CUST00069,12,26
CUST01620,12,26
CUST00274,12,26
CUST01131,12,26
CUST00784,12,26
CUST00454,13,26
CUST00669,13,26
CUST01845,13,26
CUST00265,13,26
CUST01126,13,26
CUST01593,13,26
CUST00967,13,26
CUST01846,13,26
CUST00790,13,26
CUST01979,13,26
CUST00232,13,26
CUST01975,13,26
CUST01242,13,26
CUST01095,13,26
CUST00651,13,26
CUST01300,13,26
CUST01533,13,26
CUST01730,13,26
CUST00892,13,26
CUST00501,13,26
CUST01691,13,26
CUST01228,13,26
CUST01515,13,26
CUST01317,13,26
CUST01619,13,26
CUST01814,13,26
CUST00640,14,25
CUST01340,14,25
CUST01375,14,25
CUST01328,14,25
CUST01417,14,25
CUST01857,14,25
CUST01844,14,25
CUST01418,14,25
CUST00370,14,25
CUST01583,14,25
CUST01910,14,25
CUST00175,14,25
CUST01957,14,25
CUST01883,14,25
CUST00005,14,25
CUST00340,14,25
CUST01470,14,25
CUST00252,14,25
CUST01510,14,25
CUST01404,14,25
CUST01624,14,25
CUST01433,14,25
CUST00649,14,25
CUST00463,14,25
CUST00368,14,25
CUST00962,15,25
CUST01687,15,25
CUST00975,15,25
CUST01443,15,25
CUST01960,15,25
CUST00472,15,25
CUST01221,15,25
CUST00421,15,25
CUST00249,15,25
CUST01032,15,25
CUST00428,15,25
CUST01546,15,25
CUST01761,15,25
CUST01815,15,25
CUST01129,15,25
CUST01170,15,25
CUST01468,15,25
CUST01520,15,25
CUST00658,15,25
CUST01408,15,25
CUST01949,15,25
CUST00199,15,25
CUST01574,15,25
CUST01934,15,25
CUST00977,15,25
CUST01657,16,25
CUST00029,16,25
CUST00098,16,25
CUST00172,16,25
CUST00119,16,25
CUST01748,16,25
CUST01422,16,25
CUST01721,16,25
CUST01195,16,25
CUST01757,16,25
CUST00620,16,25
CUST00048,16,25
CUST01663,16,25
CUST00051,16,25
CUST00653,16,25
CUST00314,16,25
CUST01538,16,25
CUST01968,16,25
CUST01906,16,25
CUST00656,16,25
CUST01246,16,25
CUST00004,16,25
CUST01109,16,25
CUST00356,16,25
CUST01776,16,25
CUST01085,17,23
CUST00868,17,23
CUST00253,17,23
CUST00475,17,23
CUST01843,17,23
CUST01639,17,23
CUST01905,17,23
CUST00398,17,23
CUST00718,17,23
CUST01033,17,23
CUST00016,17,23
CUST00244,17,23
CUST01137,17,23
CUST01262,17,23
CUST00430,17,23
CUST01339,17,23
CUST01481,17,23
CUST00300,17,23
CUST00880,17,23
CUST00511,17,23
CUST01509,17,23
CUST00417,17,23
CUST01774,17,23
CUST01164,18,22
CUST00960,18,22
CUST00809,18,22
CUST01182,18,22
CUST01938,18,22
CUST01579,18,22
CUST01008,18,22
CUST00401,18,22
CUST00995,18,22
CUST01490,18,22
CUST00983,18,22
CUST00742,18,22
CUST00267,18,22
CUST00402,18,22
CUST00159,18,22
CUST01066,18,22
CUST00054,18,22
CUST01107,18,22
CUST00269,18,22
CUST01383,18,22
CUST00226,18,22
CUST01674,18,22
CUST00646,19,22
CUST01921,19,22
CUST00850,19,22
CUST01323,19,22
CUST01206,19,22
CUST00607,19,22
CUST01108,19,22
CUST00712,19,22
CUST00980,19,22
CUST00426,19,22
CUST01165,19,22
CUST00453,19,22
CUST00406,19,22
CUST01319,19,22
CUST01871,19,22
CUST01723,19,22
CUST00907,19,22
CUST00536,19,22
CUST02000,19,22
CUST00783,19,22
CUST00819,19,22
CUST00845,19,22
CUST01747,20,21
CUST01542,20,21
CUST00330,20,21
CUST00901,20,21
CUST00668,20,21
CUST00595,20,21
CUST00168,20,21
CUST00324,20,21
CUST01746,20,21
CUST00135,20,21
CUST00148,20,21
CUST00887,20,21
CUST00896,20,21
CUST00757,20,21
CUST00033,20,21
CUST01695,20,21
CUST00774,20,21
CUST01713,20,21
CUST00488,20,21
CUST01634,20,21
CUST01121,20,21
CUST00832,21,21
CUST01266,21,21
CUST00773,21,21
CUST01140,21,21
CUST01326,21,21
CUST01402,21,21
CUST01052,21,21
CUST00155,21,21
CUST00348,21,21
CUST00459,21,21
CUST01715,21,21
CUST00050,21,21
CUST01219,21,21
CUST01081,21,21
CUST00247,21,21
CUST01841,21,21
CUST00513,21,21
CUST01104,21,21
CUST00996,21,21
CUST01563,21,21
CUST00986,21,21
CUST00162,22,19
CUST01880,22,19
CUST01625,22,19
CUST01697,22,19
CUST01550,22,19
CUST00899,22,19
CUST01852,22,19
CUST01275,22,19
CUST01368,22,19
CUST00929,22,19
CUST01075,22,19
CUST00122,22,19
CUST00563,22,19
CUST01385,22,19
CUST01688,22,19
CUST01787,22,19
CUST00214,22,19
CUST00441,22,19
CUST00298,22,19
CUST00792,23,18
CUST00763,23,18
CUST01965,23,18
CUST00283,23,18
CUST01103,23,18
CUST00238,23,18
CUST01293,23,18
CUST01819,23,18
CUST00780,23,18
CUST00743,23,18
CUST01101,23,18
CUST00103,23,18
CUST00372,23,18
CUST01464,23,18
CUST00363,23,18
CUST01827,23,18
CUST01045,23,18
CUST01133,23,18
CUST01629,24,18
CUST00196,24,18
CUST01295,24,18
CUST01665,24,18
CUST01768,24,18
CUST00782,24,18
CUST01203,24,18
CUST00461,24,18
CUST01738,24,18
CUST01478,24,18
CUST01445,24,18
CUST00981,24,18
CUST00702,24,18
CUST00195,24,18
CUST00629,24,18
CUST00916,24,18
CUST00625,24,18
CUST00650,24,18
CUST00550,25,17
CUST00306,25,17
CUST00230,25,17
CUST00796,25,17
CUST01681,25,17
CUST00165,25,17
CUST00604,25,17
CUST01541,25,17
CUST00150,25,17
CUST00703,25,17
CUST00917,25,17
CUST00216,25,17
CUST01784,25,17
CUST00001,25,17
CUST00143,25,17
CUST00055,25,17
CUST00445,25,17
CUST00752,26,16
CUST01148,26,16
CUST00611,26,16
CUST00619,26,16
CUST01998,26,16
CUST01362,26,16
CUST00523,26,16
CUST01411,26,16
CUST01633,26,16
CUST00166,26,16
CUST00236,26,16
CUST00011,26,16
CUST00695,26,16
CUST01208,26,16
CUST00171,26,16
CUST01720,26,16
CUST00003,27,1
CUST00006,28,1
CUST00007,29,1
CUST00008,30,1
CUST01614,31,2
CUST00009,31,2
CUST00010,32,5
CUST00526,32,5
CUST01782,32,5
CUST00184,32,5
CUST00450,32,5
CUST00955,33,10
CUST01348,33,10
CUST01254,33,10
CUST00771,33,10
CUST00012,33,10
CUST01241,33,10
CUST00982,33,10
CUST00144,33,10
CUST01749,33,10
CUST01358,33,10
CUST00013,34,1
CUST00014,35,1
CUST00015,36,1
CUST00935,37,12
CUST00288,37,12
CUST01932,37,12
CUST00841,37,12
CUST01736,37,12
CUST00644,37,12
CUST00862,37,12
CUST01058,37,12
CUST00064,37,12
CUST00467,37,12
CUST01836,37,12
CUST00018,37,12
CUST00636,38,10
CUST01575,38,10
CUST01013,38,10
CUST00568,38,10
CUST00045,38,10
CUST00019,38,10
CUST01365,38,10
CUST01267,38,10
CUST01549,38,10
CUST01896,38,10
CUST00020,39,3
CUST01044,39,3
CUST00376,39,3
CUST00021,40,1
CUST00023,41,1
CUST00024,42,1
CUST00025,43,1
CUST00026,44,2
CUST00336,44,2
CUST00027,45,1
CUST00028,46,1
CUST00392,47,4
CUST00131,47,4
CUST01707,47,4
CUST00030,47,4
CUST00031,48,1
CUST00032,49,1
CUST00034,50,2
CUST01496,50,2
CUST00035,51,1
CUST01743,52,5
CUST00037,52,5
CUST01651,52,5
CUST01483,52,5
CUST01043,52,5
CUST00038,53,1
CUST00040,54,1
CUST00041,55,1
CUST00042,56,1
CUST00816,57,4
CUST00770,57,4
CUST00044,57,4
CUST01080,57,4
CUST00046,58,1
CUST00047,59,1
CUST00049,60,1
CUST01635,61,2
CUST00052,61,2
CUST00053,62,1
CUST00058,63,1
CUST00060,64,1
CUST00061,65,1
CUST00062,66,1
CUST01597,67,14
CUST00217,67,14
CUST01517,67,14
CUST01637,67,14
CUST00287,67,14
CUST00933,67,14
CUST00080,67,14
CUST01895,67,14
CUST01391,67,14
CUST00065,67,14
CUST01562,67,14
CUST01839,67,14
CUST01495,67,14
CUST00278,67,14
CUST00066,68,1
CUST00067,69,2
CUST01914,69,2
CUST00068,70,1
CUST00071,71,1
CUST00512,72,4
CUST00087,72,4
CUST00072,72,4
CUST00665,72,4
CUST00073,73,1
CUST01978,74,19
CUST01919,74,19
CUST01988,74,19
CUST01556,74,19
CUST00655,74,19
CUST01216,74,19
CUST01388,74,19
CUST00934,74,19
CUST01380,74,19
CUST00547,74,19
CUST01555,74,19
CUST00074,74,19
CUST01881,74,19
CUST00579,74,19
CUST01740,74,19
CUST01451,74,19
CUST00922,74,19
CUST00847,74,19
CUST01924,74,19
CUST00076,75,1
CUST00077,76,1
CUST00078,77,1
CUST00079,78,1
CUST00606,79,4
CUST00081,79,4
CUST01157,79,4
CUST00447,79,4
CUST00082,80,1
CUST00083,81,1
CUST00084,82,1
CUST00086,83,1
CUST00089,84,1
CUST00090,85,1
CUST00987,86,10
CUST01344,86,10
CUST01403,86,10
CUST00091,86,10
CUST00382,86,10
CUST00633,86,10
CUST00510,86,10
CUST01716,86,10
CUST01632,86,10
CUST00464,86,10
CUST00092,87,1
CUST00093,88,1
CUST00094,89,5
CUST00251,89,5
CUST00672,89,5
CUST00275,89,5
CUST00704,89,5
CUST00099,90,1
CUST00100,91,1
CUST01229,92,2
CUST00102,92,2
CUST00106,93,1
CUST01255,94,4
CUST01152,94,4
CUST00976,94,4
CUST00108,94,4
CUST00110,95,1
CUST00262,96,13
CUST00111,96,13
CUST01946,96,13
CUST01352,96,13
CUST00192,96,13
CUST01530,96,13
CUST00851,96,13
CUST01457,96,13
CUST01963,96,13
CUST00719,96,13
CUST00920,96,13
CUST01042,96,13
CUST01465,96,13
CUST00572,97,15
CUST01573,97,15
CUST00404,97,15
CUST00153,97,15
CUST00381,97,15
CUST01301,97,15
CUST01514,97,15
CUST01974,97,15
CUST00113,97,15
CUST00940,97,15
CUST01345,97,15
CUST00728,97,15
CUST00959,97,15
CUST01145,97,15
CUST00112,97,15
CUST00114,98,1
CUST00905,99,2
CUST00115,99,2
CUST00120,100,1
CUST01138,101,4
CUST00121,101,4
CUST00670,101,4
CUST00897,101,4
CUST00123,102,1
CUST01920,103,3
CUST00938,103,3
CUST00125,103,3
CUST01197,104,8
CUST00497,104,8
CUST00889,104,8
CUST01884,104,8
CUST01130,104,8
CUST01083,104,8
CUST00126,104,8
CUST00471,104,8
CUST00818,105,7
CUST01788,105,7
CUST01958,105,7
CUST00354,105,7
CUST00127,105,7
CUST01427,105,7
CUST01232,105,7
CUST00128,106,1
CUST00130,107,1
CUST00218,108,3
CUST00136,108,3
CUST00133,108,3
CUST00137,109,1
CUST00138,110,1
CUST00139,111,3
CUST01590,111,3
CUST00666,111,3
CUST00140,112,1
CUST00141,113,1
CUST00145,114,1
CUST00149,115,1
CUST00151,116,1
CUST00152,117,1
CUST00156,118,1
CUST00903,119,5
CUST00769,119,5
CUST00386,119,5
CUST01927,119,5
CUST00157,119,5
CUST00178,120,6
CUST00158,120,6
CUST01363,120,6
CUST00231,120,6
CUST00856,120,6
CUST00781,120,6
CUST00160,121,1
CUST00161,122,1
CUST00163,123,1
CUST00164,124,1
CUST00648,125,9
CUST00188,125,9
CUST01155,125,9
CUST00918,125,9
CUST00516,125,9
CUST01381,125,9
CUST00375,125,9
CUST01196,125,9
CUST00167,125,9
CUST01638,126,3
CUST01139,126,3
CUST00170,126,3
CUST00177,127,2
CUST01967,127,2
CUST00295,128,22
CUST01128,128,22
CUST01280,128,22
CUST00817,128,22
CUST01976,128,22
CUST01783,128,22
CUST01987,128,22
CUST01373,128,22
CUST00580,128,22
CUST01700,128,22
CUST00422,128,22
CUST01135,128,22
CUST00179,128,22
CUST01386,128,22
CUST01406,128,22
CUST01566,128,22
CUST01521,128,22
CUST00823,128,22
CUST00609,128,22
CUST01778,128,22
CUST00495,128,22
CUST00597,128,22
CUST00180,129,3
CUST01089,129,3
CUST00258,129,3
CUST00181,130,1
CUST00723,131,7
CUST00692,131,7
CUST00185,131,7
CUST00234,131,7
CUST01851,131,7
CUST00545,131,7
CUST01360,131,7
CUST00187,132,1
CUST00189,133,1
CUST00191,134,2
CUST01732,134,2
CUST00193,135,1
CUST00200,136,1
CUST00202,137,1
CUST00810,138,2
CUST00204,138,2
CUST00205,139,1
CUST00206,140,1
CUST00208,141,1
CUST00209,142,1
CUST00210,143,1
CUST00212,144,1
CUST00213,145,1
CUST00215,146,1
CUST00219,147,1
CUST00220,148,1
CUST00222,149,2
CUST00416,149,2
CUST00223,150,1
CUST00224,151,2
CUST00537,151,2
CUST00227,152,1
CUST00229,153,1
CUST00233,154,1
CUST00235,155,1
CUST00237,156,1
CUST00239,157,1
CUST00240,158,2
CUST01414,158,2
CUST00822,159,2
CUST00241,159,2
CUST00242,160,2
CUST01503,160,2
CUST00243,161,1
CUST00245,162,1
CUST00246,163,1
CUST00248,164,1
CUST00250,165,1
CUST00254,166,1
CUST00255,167,1
CUST00566,168,3
CUST00256,168,3
CUST01553,168,3
CUST00257,169,1
CUST00259,170,1
CUST00260,171,1
CUST00261,172,1
CUST00264,173,1
CUST00266,174,3
CUST00807,174,3
CUST00992,174,3
CUST01989,175,3
CUST01903,175,3
CUST00268,175,3
CUST00272,176,1
CUST00273,177,1
CUST01269,178,2
CUST00276,178,2
CUST01434,179,6
CUST00680,179,6
CUST00733,179,6
CUST01692,179,6
CUST00849,179,6
CUST00280,179,6
CUST00281,180,1
CUST00282,181,1
CUST00284,182,1
CUST00399,183,3
CUST01029,183,3
CUST00286,183,3
CUST00289,184,1
CUST00290,185,1
CUST00291,186,1
CUST00293,187,1
CUST00294,188,1
CUST00296,189,1
CUST00297,190,1
CUST00301,191,1
CUST00302,192,1
CUST00303,193,1
CUST00304,194,1
CUST01110,195,8
CUST00762,195,8
CUST00490,195,8
CUST00350,195,8
CUST01764,195,8
CUST01214,195,8
CUST01985,195,8
CUST00305,195,8
CUST00307,196,1
CUST00309,197,1
CUST00310,198,1
CUST00311,199,3
CUST00842,199,3
CUST00931,199,3
CUST00312,200,1
CUST00313,201,1
CUST00316,202,1
CUST00317,203,1
CUST00318,204,1
CUST00321,205,1
CUST00322,206,1
CUST00323,207,1
CUST00325,208,1
CUST00326,209,4
CUST01096,209,4
CUST01936,209,4
CUST01025,209,4
CUST00657,210,2
CUST00328,210,2
CUST00334,211,1
CUST00335,212,1
CUST00337,213,1
CUST01466,214,12
CUST01796,214,12
CUST01644,214,12
CUST01102,214,12
CUST01031,214,12
CUST00338,214,12
CUST01431,214,12
CUST01792,214,12
CUST01899,214,12
CUST01320,214,12
CUST01204,214,12
CUST01077,214,12
CUST00343,215,1
CUST00344,216,1
CUST00345,217,1
CUST00347,218,1
CUST00351,219,1
CUST00353,220,1
CUST00357,221,1
CUST00359,222,1
CUST00360,223,1
CUST01831,224,6
CUST01217,224,6
CUST00361,224,6
CUST00963,224,6
CUST00583,224,6
CUST00483,224,6
CUST00365,225,1
CUST00366,226,1
CUST00369,227,1
CUST00371,228,1
CUST00373,229,1
CUST00377,230,2
CUST01238,230,2
CUST00379,231,1
CUST00383,232,1
CUST00384,233,1
CUST00385,234,1
CUST00387,235,1
CUST00390,236,1
CUST00391,237,1
CUST00394,238,1
CUST00395,239,1
CUST00397,240,1
CUST00403,241,1
CUST00405,242,1
CUST00407,243,1
CUST00408,244,1
CUST00410,245,1
CUST00411,246,1
CUST01151,247,5
CUST00415,247,5
CUST01600,247,5
CUST01753,247,5
CUST01392,247,5
CUST00420,248,1
CUST00424,249,1
CUST01869,250,5
CUST00427,250,5
CUST01500,250,5
CUST00970,250,5
CUST00577,250,5
CUST01577,251,2
CUST00429,251,2
CUST01261,252,3
CUST00431,252,3
CUST01035,252,3
CUST00434,253,1
CUST00435,254,1
CUST01455,255,5
CUST00521,255,5
CUST01260,255,5
CUST00437,255,5
CUST00484,255,5
CUST00439,256,1
CUST00442,257,1
CUST00599,258,2
CUST00444,258,2
CUST00446,259,1
CUST00448,260,2
CUST01511,260,2
CUST01834,261,11
CUST00736,261,11
CUST00690,261,11
CUST01407,261,11
CUST01548,261,11
CUST00714,261,11
CUST00710,261,11
CUST01398,261,11
CUST01473,261,11
CUST01329,261,11
CUST00449,261,11
CUST00451,262,1
CUST00455,263,1
CUST00456,264,1
CUST00457,265,2
CUST01318,265,2
CUST00458,266,1
CUST01205,267,2
CUST00460,267,2
CUST00462,268,1
CUST00465,269,1
CUST01485,270,2
CUST00466,270,2
CUST00468,271,1
CUST00473,272,1
CUST00474,273,1
CUST00477,274,1
CUST00479,275,1
CUST00482,276,1
CUST00945,277,3
CUST00674,277,3
CUST00486,277,3
CUST00487,278,1
CUST01913,279,4
CUST01409,279,4
CUST00489,279,4
CUST01661,279,4
CUST00491,280,2
CUST01745,280,2
CUST00492,281,1
CUST00493,282,1
CUST00494,283,1
CUST00496,284,1
CUST00498,285,1
CUST00499,286,1
CUST01838,287,4
CUST00764,287,4
CUST00500,287,4
CUST01760,287,4
CUST00504,288,1
CUST00972,289,2
CUST00505,289,2
CUST01491,290,2
CUST00506,290,2
CUST00507,291,1
CUST00508,292,1
CUST00515,293,1
CUST00517,294,1
CUST00519,295,1
CUST00520,296,1
CUST00522,297,1
CUST00524,298,1
CUST00525,299,1
CUST00527,300,1
CUST00528,301,1
CUST00529,302,1
CUST00530,303,1
CUST00532,304,1
CUST00534,305,1
CUST00540,306,1
CUST00542,307,1
CUST00544,308,1
CUST00548,309,1
CUST00549,310,1
CUST00551,311,1
CUST00552,312,3
CUST01781,312,3
CUST01997,312,3
CUST00553,313,2
CUST01710,313,2
CUST00555,314,1
CUST00556,315,1
CUST00557,316,1
CUST00558,317,1
CUST00559,318,1
CUST00560,319,1
CUST00561,320,1
CUST00564,321,1
CUST00565,322,1
CUST01658,323,3
CUST00957,323,3
CUST00567,323,3
CUST00569,324,1
CUST00693,325,3
CUST00571,325,3
CUST01191,325,3
CUST00575,326,1
CUST00576,327,1
CUST00578,328,1
CUST00581,329,1
CUST00584,330,1
CUST00585,331,1
CUST00586,332,1
CUST01018,333,5
CUST00587,333,5
CUST01010,333,5
CUST00591,333,5
CUST01862,333,5
CUST00588,334,1
CUST00592,335,1
CUST00593,336,1
CUST00594,337,1
CUST00596,338,1
CUST00598,339,1
CUST01251,340,3
CUST00600,340,3
CUST01983,340,3
CUST00601,341,1
CUST00602,342,1
CUST01078,343,2
CUST00610,343,2
CUST00612,344,1
CUST00613,345,1
CUST01726,346,2
CUST00614,346,2
CUST00615,347,1
CUST00616,348,1
CUST00617,349,1
CUST00618,350,1
CUST00621,351,1
CUST00622,352,1
CUST00624,353,1
CUST00860,354,2
CUST00627,354,2
CUST00628,355,1
CUST00630,356,1
CUST00631,357,1
CUST00632,358,1
CUST00635,359,1
CUST00947,360,2
CUST00638,360,2
CUST00641,361,1
CUST00642,362,1
CUST00645,363,1
CUST00647,364,1
CUST00652,365,1
CUST00654,366,1
CUST00659,367,1
CUST00660,368,1
CUST00664,369,1
CUST00667,370,1
CUST00671,371,1
CUST00675,372,1
