customer_id,graph_degree,graph_weighted_degree,graph_max_edge_weight,connected_component_id,connected_component_size,num_distinct_devices_used,num_distinct_ips_used
CUST00231,406,444,3,0,2000,6,6
CUST00232,503,582,3,0,2000,9,9
CUST00233,609,735,5,0,2000,9,9
CUST00234,355,386,3,0,2000,6,6
CUST00235,825,1048,5,0,2000,15,15
CUST00236,352,376,3,0,2000,5,5
CUST00237,285,299,3,0,2000,5,5
CUST00238,283,302,2,0,2000,5,5
CUST00239,683,823,4,0,2000,10,10
CUST00240,642,778,4,0,2000,12,12
CUST00241,788,1000,5,0,2000,14,14
CUST00242,565,687,4,0,2000,9,8
CUST00243,489,547,3,0,2000,8,8
CUST00244,260,276,2,0,2000,5,5
CUST00245,873,1174,6,0,2000,15,15
CUST00246,334,367,3,0,2000,6,6
CUST00247,325,349,2,0,2000,6,6
CUST00248,342,380,3,0,2000,7,7
CUST00249,511,597,4,0,2000,10,10
CUST00250,450,491,3,0,2000,7,7
CUST00251,267,284,2,0,2000,5,5
CUST00252,518,745,10,0,2000,4,3
CUST00253,577,855,11,0,2000,4,3
CUST00254,782,978,4,0,2000,15,15
CUST00255,551,641,4,0,2000,9,9
CUST00256,677,1101,11,0,2000,4,3
CUST00257,772,976,4,0,2000,13,13
CUST00258,377,408,3,0,2000,6,6
CUST00259,690,833,4,0,2000,12,12
CUST00260,398,453,4,0,2000,5,5
CUST00261,438,484,3,0,2000,8,8
CUST00262,654,817,4,0,2000,13,12
CUST00263,687,847,4,0,2000,14,13
CUST00264,756,943,4,0,2000,14,14
CUST00265,733,925,4,0,2000,13,13
CUST00266,576,675,3,0,2000,11,11
CUST00267,675,825,3,0,2000,11,11
CUST00268,572,678,4,0,2000,11,11
CUST00269,553,633,3,0,2000,9,9
CUST00270,430,493,3,0,2000,9,9
CUST00271,594,700,3,0,2000,9,9
CUST00272,336,368,3,0,2000,5,5
CUST00273,791,1025,4,0,2000,15,15
CUST00274,737,1226,12,0,2000,4,3
CUST00275,356,386,3,0,2000,7,7
CUST00276,276,299,3,0,2000,5,5
CUST00277,559,655,4,0,2000,12,12
CUST00278,619,746,4,0,2000,13,13
CUST00279,602,693,3,0,2000,11,11
CUST00280,515,587,4,0,2000,9,9
CUST00281,479,549,3,0,2000,7,7
CUST00282,501,569,3,0,2000,10,10
CUST00283,375,404,2,0,2000,7,7
CUST00284,602,730,5,0,2000,11,11
CUST00285,678,831,4,0,2000,14,13
CUST00286,617,726,4,0,2000,10,10
CUST00287,640,1001,11,0,2000,4,3
CUST00288,379,420,3,0,2000,7,7
CUST00289,444,507,3,0,2000,8,8
CUST00290,586,708,4,0,2000,13,13
CUST00291,254,264,2,0,2000,5,4
CUST00292,524,603,3,0,2000,8,8
CUST00293,733,880,4,0,2000,14,13
CUST00294,637,767,4,0,2000,9,9
CUST00295,261,284,3,0,2000,5,5
CUST00296,602,733,4,0,2000,10,10
CUST00297,438,491,4,0,2000,8,8
CUST00298,443,504,3,0,2000,7,7
CUST00299,468,541,4,0,2000,7,7
CUST00300,366,402,2,0,2000,5,5
CUST00301,262,293,3,0,2000,5,5
CUST00302,499,557,3,0,2000,9,9
CUST00303,555,637,4,0,2000,9,9
CUST00304,792,1035,4,0,2000,14,15
CUST00305,459,521,3,0,2000,8,8
CUST00306,485,558,4,0,2000,7,7
CUST00307,658,791,4,0,2000,13,12
CUST00308,599,711,3,0,2000,11,11
CUST00309,669,804,4,0,2000,12,11
CUST00310,853,1090,4,0,2000,15,15
CUST00311,459,526,4,0,2000,7,6
CUST00312,279,291,2,0,2000,5,5
CUST00313,713,878,5,0,2000,14,14
CUST00314,752,942,4,0,2000,14,14
CUST00315,455,509,3,0,2000,7,7
CUST00316,605,718,4,0,2000,9,9
CUST00317,450,498,3,0,2000,6,6
CUST00318,744,943,5,0,2000,14,14
CUST00319,495,547,3,0,2000,7,7
CUST00320,485,548,5,0,2000,7,7
CUST00321,746,936,6,0,2000,13,13
CUST00322,744,961,4,0,2000,14,14
CUST00323,792,1041,5,0,2000,14,13
CUST00324,419,465,3,0,2000,6,6
CUST00325,695,889,5,0,2000,15,15
CUST00326,404,460,3,0,2000,8,8
CUST00327,535,638,4,0,2000,11,11
CUST00328,616,737,4,0,2000,11,11
CUST00329,523,599,3,0,2000,7,7
CUST00330,678,841,3,0,2000,9,9
CUST00331,573,860,10,0,2000,4,3
CUST00332,279,302,2,0,2000,5,5
CUST00333,773,954,4,0,2000,14,14
CUST00334,715,906,4,0,2000,12,12
CUST00335,483,548,3,0,2000,9,9
CUST00336,766,955,3,0,2000,12,12
CUST00337,284,301,3,0,2000,5,5
CUST00338,770,946,4,0,2000,14,14
CUST00339,632,753,4,0,2000,9,9
CUST00340,341,373,4,0,2000,6,6
CUST00341,472,549,4,0,2000,8,8
CUST00342,384,417,3,0,2000,7,7
CUST00343,375,414,2,0,2000,7,7
CUST00344,707,848,4,0,2000,12,12
CUST00345,636,745,4,0,2000,12,12
CUST00346,274,286,2,0,2000,5,5
CUST00347,331,368,3,0,2000,6,5
CUST00348,748,914,4,0,2000,14,14
CUST00349,656,800,4,0,2000,11,11
CUST00350,775,990,5,0,2000,14,14
CUST00351,552,649,3,0,2000,12,11
CUST00352,573,671,3,0,2000,7,8
CUST00353,378,410,2,0,2000,6,6
CUST00354,640,751,4,0,2000,12,12
CUST00355,690,822,4,0,2000,13,13
CUST00356,516,780,11,0,2000,4,3
CUST00357,675,826,4,0,2000,13,13
CUST00358,305,341,3,0,2000,6,6
CUST00359,522,612,3,0,2000,9,9
CUST00360,414,470,3,0,2000,8,8
CUST00361,436,486,4,0,2000,7,7
CUST00362,503,571,4,0,2000,8,8
CUST00363,566,865,11,0,2000,4,3
CUST00364,396,431,3,0,2000,6,6
CUST00365,792,993,4,0,2000,15,15
CUST00366,483,556,4,0,2000,10,10
CUST00367,549,654,4,0,2000,11,11
CUST00368,513,567,3,0,2000,8,8
CUST00369,392,435,3,0,2000,7,6
CUST00370,461,534,3,0,2000,9,9
CUST00371,724,892,3,0,2000,15,14
CUST00372,616,725,4,0,2000,11,11
CUST00373,493,565,4,0,2000,8,8
CUST00374,785,987,5,0,2000,14,15
CUST00375,581,695,4,0,2000,11,11
CUST00376,682,820,4,0,2000,12,12
CUST00377,360,387,3,0,2000,5,5
CUST00378,702,859,5,0,2000,14,14
CUST00379,743,942,4,0,2000,15,15
CUST00380,490,555,3,0,2000,11,10
CUST00381,467,522,4,0,2000,8,8
CUST00382,404,437,4,0,2000,5,5
CUST00383,493,570,3,0,2000,10,10
CUST00384,381,428,3,0,2000,8,8
CUST00385,357,387,3,0,2000,6,6
CUST00386,517,612,3,0,2000,8,8
CUST00387,524,617,3,0,2000,9,10
CUST00388,471,527,3,0,2000,9,9
CUST00389,771,946,4,0,2000,15,15
CUST00390,664,789,3,0,2000,11,11
CUST00391,651,780,3,0,2000,11,11
CUST00392,765,1020,5,0,2000,13,13
CUST00393,575,902,12,0,2000,4,3
CUST00394,725,909,4,0,2000,14,13
CUST00395,706,858,4,0,2000,15,15
CUST00396,606,973,11,0,2000,4,3
CUST00397,551,657,4,0,2000,8,8
CUST00398,373,422,3,0,2000,7,7
CUST00399,406,445,3,0,2000,5,5
CUST00400,485,560,3,0,2000,10,10
CUST00401,579,687,4,0,2000,9,9
CUST00402,546,853,12,0,2000,4,3
CUST00403,708,872,3,0,2000,14,14
CUST00404,731,895,6,0,2000,14,14
CUST00405,377,419,3,0,2000,6,6
CUST00406,324,352,3,0,2000,6,6
CUST00407,373,415,3,0,2000,7,7
CUST00408,581,676,3,0,2000,10,10
CUST00409,395,436,3,0,2000,7,7
CUST00410,492,565,3,0,2000,8,8
CUST00411,660,806,4,0,2000,12,12
CUST00412,524,614,4,0,2000,8,8
CUST00413,548,624,4,0,2000,10,10
CUST00414,839,1100,4,0,2000,13,13
CUST00415,529,616,4,0,2000,10,10
CUST00416,631,765,3,0,2000,12,12
CUST00417,595,729,4,0,2000,12,12
CUST00418,736,902,4,0,2000,13,13
CUST00419,653,807,3,0,2000,13,13
CUST00420,526,617,4,0,2000,11,10
CUST00421,486,556,3,0,2000,8,8
CUST00422,475,557,4,0,2000,8,8
CUST00423,700,884,4,0,2000,15,15
CUST00424,496,557,3,0,2000,7,7
CUST00425,574,671,4,0,2000,12,12
CUST00426,376,410,2,0,2000,7,7
CUST00427,380,421,3,0,2000,6,6
CUST00428,468,546,5,0,2000,10,10
CUST00429,464,699,10,0,2000,4,3
CUST00430,390,431,3,0,2000,5,5
CUST00431,524,606,3,0,2000,10,10
CUST00432,603,903,10,0,2000,4,3
CUST00433,368,407,4,0,2000,6,6
CUST00434,528,631,4,0,2000,11,11
CUST00435,732,890,4,0,2000,14,14
CUST00436,798,1005,4,0,2000,14,13
CUST00437,333,360,3,0,2000,5,5
CUST00438,640,755,3,0,2000,11,11
CUST00439,756,969,5,0,2000,14,14
CUST00440,613,736,4,0,2000,12,12
CUST00441,611,752,4,0,2000,12,12
CUST00442,421,471,3,0,2000,8,8
CUST00443,641,775,4,0,2000,12,12
CUST00444,320,346,3,0,2000,5,5
CUST00445,658,805,4,0,2000,13,13
CUST00446,398,452,4,0,2000,8,8
CUST00447,349,385,3,0,2000,5,5
CUST00448,722,895,4,0,2000,12,12
CUST00449,627,743,5,0,2000,11,11
CUST00450,837,1096,4,0,2000,15,15
CUST00451,364,404,4,0,2000,6,6
CUST00452,264,282,2,0,2000,5,5
CUST00453,622,1013,11,0,2000,4,3
CUST00454,654,1050,11,0,2000,4,3
CUST00455,401,459,3,0,2000,7,7
CUST00456,465,538,3,0,2000,9,9
CUST00457,765,943,5,0,2000,13,13
CUST00458,289,323,3,0,2000,6,6
CUST00459,543,654,4,0,2000,12,12
CUST00460,728,919,4,0,2000,15,15
CUST00461,771,936,4,0,2000,15,14
CUST00462,459,511,3,0,2000,6,6
CUST00463,282,307,3,0,2000,5,5
CUST00464,493,561,4,0,2000,10,10
CUST00465,687,836,4,0,2000,12,12
CUST00466,319,349,3,0,2000,6,6
CUST00467,643,772,4,0,2000,14,14
CUST00468,498,572,3,0,2000,7,7
CUST00469,229,246,3,0,2000,5,5
CUST00470,627,740,3,0,2000,11,11
CUST00471,547,623,4,0,2000,10,10
CUST00472,385,421,3,0,2000,6,6
CUST00473,546,634,3,0,2000,10,9
CUST00474,504,567,3,0,2000,9,9
CUST00475,683,821,4,0,2000,13,13
CUST00476,355,390,3,0,2000,7,7
CUST00477,346,375,3,0,2000,5,5
CUST00478,800,1021,4,0,2000,15,14
CUST00479,475,525,3,0,2000,8,8
CUST00480,508,775,11,0,2000,4,3
CUST00481,669,806,4,0,2000,13,13
CUST00482,685,859,4,0,2000,15,14
CUST00483,698,868,4,0,2000,13,13
CUST00484,302,318,3,0,2000,5,5
CUST00485,260,275,3,0,2000,5,5
CUST00486,369,399,3,0,2000,6,6
CUST00487,591,689,4,0,2000,9,9
CUST00488,525,624,3,0,2000,11,11
CUST00489,615,744,4,0,2000,11,11
CUST00490,660,804,3,0,2000,12,11
CUST00491,822,1089,4,0,2000,15,15
CUST00492,443,501,3,0,2000,9,9
CUST00493,329,353,3,0,2000,6,6
CUST00494,435,493,3,0,2000,7,7
CUST00495,532,609,3,0,2000,9,9
CUST00496,308,346,3,0,2000,6,6
CUST00497,682,821,4,0,2000,13,12
CUST00498,547,644,4,0,2000,8,8
CUST00499,391,431,3,0,2000,6,6
CUST00500,553,651,4,0,2000,10,11
CUST00501,611,708,3,0,2000,12,12
CUST00502,329,361,3,0,2000,6,6
CUST00503,780,958,5,0,2000,14,14
CUST00504,646,1058,11,0,2000,4,3
CUST00505,634,770,4,0,2000,13,13
CUST00506,466,539,3,0,2000,9,9
CUST00507,600,705,3,0,2000,10,10
CUST00508,750,946,4,0,2000,13,13
CUST00509,724,895,4,0,2000,12,12
CUST00510,541,654,4,0,2000,12,12
CUST00511,447,510,3,0,2000,8,8
CUST00512,635,755,3,0,2000,10,10
CUST00513,843,1059,4,0,2000,15,15
CUST00514,384,421,2,0,2000,7,7
CUST00515,716,863,4,0,2000,14,14
CUST00516,657,777,4,0,2000,9,9
CUST00517,734,922,4,0,2000,11,11
CUST00518,552,650,3,0,2000,9,9
CUST00519,714,884,3,0,2000,14,14
CUST00520,521,615,4,0,2000,9,9
CUST00521,652,777,4,0,2000,12,12
CUST00522,376,427,3,0,2000,7,7
CUST00523,712,854,5,0,2000,14,13
CUST00524,498,567,4,0,2000,10,10
CUST00525,372,418,3,0,2000,7,7
CUST00526,447,515,3,0,2000,9,9
CUST00527,813,1039,4,0,2000,15,15
CUST00528,479,535,3,0,2000,9,9
CUST00529,596,731,3,0,2000,12,12
CUST00530,448,504,3,0,2000,9,9
CUST00531,752,969,5,0,2000,15,15
CUST00532,280,295,3,0,2000,5,5
CUST00533,622,752,4,0,2000,12,12
CUST00534,267,284,2,0,2000,5,5
CUST00535,497,569,3,0,2000,7,7
CUST00536,695,1127,12,0,2000,4,3
CUST00537,269,282,2,0,2000,5,5
CUST00538,672,799,6,0,2000,12,12
CUST00539,432,496,3,0,2000,7,6
CUST00540,453,520,3,0,2000,9,9
CUST00541,280,292,2,0,2000,5,5
CUST00542,642,766,5,0,2000,12,12
CUST00543,591,703,3,0,2000,12,12
CUST00544,276,300,2,0,2000,5,5
CUST00545,638,772,3,0,2000,13,12
CUST00546,377,423,3,0,2000,7,7
CUST00547,703,906,5,0,2000,15,15
CUST00548,352,382,3,0,2000,5,5
CUST00549,758,976,6,0,2000,15,15
CUST00550,642,799,4,0,2000,14,14
CUST00551,767,978,4,0,2000,14,15
CUST00552,404,437,3,0,2000,6,6
CUST00553,341,361,2,0,2000,6,6
CUST00554,841,1072,4,0,2000,15,15
CUST00555,579,670,3,0,2000,12,11
CUST00556,835,1096,4,0,2000,15,15
CUST00557,718,867,4,0,2000,14,14
CUST00558,433,483,4,0,2000,8,8
CUST00559,485,539,3,0,2000,9,9
CUST00560,611,989,11,0,2000,4,3
CUST00561,687,833,4,0,2000,11,11
CUST00562,346,372,3,0,2000,7,7
CUST00563,569,669,3,0,2000,12,11
CUST00564,702,859,4,0,2000,13,13
CUST00565,790,1012,4,0,2000,13,14
CUST00566,536,634,3,0,2000,7,7
CUST00567,299,330,2,0,2000,5,5
CUST00568,509,604,3,0,2000,11,11
CUST00569,641,938,11,0,2000,4,3
CUST00570,680,834,4,0,2000,12,12
CUST00571,539,627,4,0,2000,8,8
CUST00572,752,964,5,0,2000,14,14
CUST00573,717,1177,12,0,2000,4,3
CUST00574,521,599,3,0,2000,7,7
CUST00575,696,1092,11,0,2000,4,3
CUST00576,645,1035,11,0,2000,4,3
CUST00577,715,1120,12,0,2000,4,3
CUST00578,632,748,4,0,2000,10,10
CUST00579,550,642,4,0,2000,11,11
CUST00580,702,861,4,0,2000,10,10
CUST00581,301,324,2,0,2000,6,6
CUST00582,610,716,4,0,2000,12,12
CUST00583,712,876,4,0,2000,15,14
CUST00584,646,760,3,0,2000,11,11
CUST00585,534,607,3,0,2000,11,11
CUST00586,644,746,3,0,2000,11,11
CUST00587,694,867,5,0,2000,12,12
CUST00588,371,416,3,0,2000,5,5
CUST00589,651,789,4,0,2000,14,14
CUST00590,661,829,4,0,2000,14,14
CUST00591,692,849,4,0,2000,14,14
CUST00592,445,517,3,0,2000,5,5
CUST00593,699,847,4,0,2000,12,12
CUST00594,774,976,4,0,2000,13,14
CUST00595,467,517,3,0,2000,9,9
CUST00596,635,750,3,0,2000,10,10
CUST00597,579,677,4,0,2000,11,11
CUST00598,720,895,5,0,2000,11,11
CUST00599,358,404,3,0,2000,6,6
CUST00600,554,654,4,0,2000,11,11
CUST00601,726,893,4,0,2000,12,12
CUST00602,669,830,4,0,2000,12,12
CUST00603,680,832,4,0,2000,14,13
CUST00604,336,358,3,0,2000,5,5
CUST00605,440,501,4,0,2000,8,8
CUST00606,585,708,4,0,2000,11,10
CUST00607,469,518,3,0,2000,7,7
CUST00608,695,844,3,0,2000,13,12
CUST00609,588,700,3,0,2000,12,12
CUST00610,325,365,3,0,2000,6,6
CUST00611,674,833,4,0,2000,12,12
CUST00612,270,295,3,0,2000,5,5
CUST00613,734,950,4,0,2000,14,14
CUST00614,725,907,4,0,2000,14,14
CUST00615,269,291,2,0,2000,5,5
CUST00616,542,814,11,0,2000,4,3
CUST00617,536,618,5,0,2000,10,9
CUST00618,655,797,4,0,2000,10,10
CUST00619,700,862,3,0,2000,11,11
CUST00620,601,701,3,0,2000,11,11
CUST00621,778,1307,12,0,2000,4,3
CUST00622,520,594,3,0,2000,10,9
CUST00623,624,762,4,0,2000,11,11
CUST00624,730,917,4,0,2000,15,15
CUST00625,616,746,4,0,2000,10,10
CUST00626,344,372,2,0,2000,7,7
CUST00627,757,942,4,0,2000,14,14
CUST00628,597,706,4,0,2000,11,11
CUST00629,820,1019,5,0,2000,15,15
CUST00630,338,370,3,0,2000,5,5
CUST00631,905,1237,5,0,2000,15,15
CUST00632,481,541,3,0,2000,9,9
CUST00633,754,942,4,0,2000,15,15
CUST00634,252,265,2,0,2000,5,5
CUST00635,538,621,4,0,2000,9,9
CUST00636,470,524,3,0,2000,7,7
CUST00637,324,358,3,0,2000,6,6
CUST00638,402,456,3,0,2000,5,5
CUST00639,530,609,3,0,2000,10,10
CUST00640,739,914,4,0,2000,14,13
CUST00641,667,815,3,0,2000,12,12
CUST00642,622,734,4,0,2000,13,13
CUST00643,385,417,3,0,2000,7,6
CUST00644,425,459,2,0,2000,6,6
CUST00645,732,907,5,0,2000,14,14
CUST00646,320,338,3,0,2000,6,6
CUST00647,451,513,3,0,2000,6,6
CUST00648,506,573,3,0,2000,9,9
CUST00649,681,810,3,0,2000,11,11
CUST00650,655,795,3,0,2000,12,12
CUST00651,685,847,4,0,2000,15,15
CUST00652,685,1078,11,0,2000,4,3
CUST00653,395,431,3,0,2000,5,5
CUST00654,690,841,4,0,2000,12,12
CUST00655,248,263,2,0,2000,5,5
CUST00656,783,993,4,0,2000,15,14
CUST00657,863,1105,4,0,2000,15,15
